cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
24088_7_25,6ddeddc9-00b7-4089-8dd9-ebed73c7e12a,decidual macrophage type 2,CL:0000235,macrophage
23728_6_31,380c3c41-c6c7-4209-9eb9-edd1f1be3c6e,decidual macrophage type 1,CL:0000235,macrophage
23728_8_305,35f6098d-8858-4d0c-bf22-ca0730441175,maternal endothelial cell,CL:0000115,endothelial cell
24087_1_226,39fb46fc-b44d-4040-ad96-c99fe11fabc3,decidual perivascular cell type 2,CL:0008033,decidual perivascular cell
23728_8_237,675009c6-d71a-4b0d-b867-186b6b2efa5a,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24087_8_305,935cae24-b46c-4f7c-a221-335ee6788d93,NA,NA,NA
24087_1_278,8365ec1d-e923-455e-80a3-76c17ff2e835,decidual stromal cell type 2,CL:2000002,decidual cell
24088_8_308,58e629ed-eaeb-4ba3-80fc-ec3c2580399b,NA,NA,NA
24088_4_303,11762b44-9c0c-4406-9933-5a898963ae24,NA,NA,NA
24088_7_30,63f1b11f-29f2-43ab-a972-18d511973b6e,decidual macrophage type 2,CL:0000235,macrophage
24087_4_102,cea7d034-c046-41db-95fc-f438d381b276,Hofbauer cell,CL:3000001,Hofbauer cell
24088_4_201,e71695ad-4e30-4e68-a620-e3a0c382746e,decidual stromal cell type 1,CL:2000002,decidual cell
24088_8_94,bd5f3f61-e1c3-4f64-90ae-b974acc6f971,T cell,CL:0000084,T cell
23728_8_26,76c57d8e-3bc3-4bfc-8a3b-e67e00e4eae5,decidual macrophage type 1,CL:0000235,macrophage
23728_7_23,b56bddbe-7692-4146-8cf2-1952b52f5a3d,Hofbauer cell,CL:3000001,Hofbauer cell
24088_7_337,0a59b276-cf3c-4418-9ad0-7b752bd39687,NA,NA,NA
24088_7_151,ed45638f-5131-45e1-806b-a82778168a79,NA,NA,NA
24087_5_65,bb856982-757e-48d2-a2cc-99a24a1578ec,T cell,CL:0000084,T cell
23728_6_151,4ebea53c-b0d4-4a4d-bec3-218fe943f0bf,NA,NA,NA
24087_2_250,ac2b83c7-b507-449f-89e9-b9a904fcdad6,decidual stromal cell type 3,CL:2000002,decidual cell
24087_3_240,8e43c4b5-f47d-421d-b642-94449b2bcac2,NA,NA,NA
24087_3_47,059036a4-3117-4df8-b3e3-e6ec48cd890a,decidual macrophage type 1,CL:0000235,macrophage
23728_5_133,d30d963b-5bc6-41c1-97f3-04bd8f16f46d,T cell,CL:0000084,T cell
23728_6_150,32476e17-65fa-4d9a-87ac-81c08e4c66f0,NA,NA,NA
23728_5_77,2dd3128e-42ae-4552-a3df-f4f772ba0d0d,decidual macrophage type 1,CL:0000235,macrophage
24087_2_21,8180a3cb-6c1f-4ca3-86b2-ada9fc660dd2,T cell,CL:0000084,T cell
24088_7_318,f1b05951-eca7-44e7-a320-962c961180e4,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24087_2_174,92f97f7a-68c1-4c39-ad6d-d96f91f880a0,Hofbauer cell,CL:3000001,Hofbauer cell
24088_7_77,ac8b9552-938f-4b79-9599-3d636582d08e,decidual macrophage type 2,CL:0000235,macrophage
24088_7_189,205eddfe-cc9e-4b1a-9468-112b499b21c2,NA,NA,NA
24088_7_55,880ae793-599c-474e-987f-2929971c83f3,decidual macrophage type 2,CL:0000235,macrophage
24087_4_190,6f198ff5-7210-4834-b9b5-a6270fb948a1,T cell,CL:0000084,T cell
24087_5_245,2d4d51ed-debf-47cb-ab0e-f01261e4c1da,NA,NA,NA
23728_4_223,a3bfae7f-aace-4ea1-8dbd-8ab79c92683e,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
23728_3_60,7aadd705-dcc1-419d-870c-c21e8cc1aae7,NA,NA,NA
24087_7_314,3f34eeb5-1a44-496e-b4cb-707c2ae2571b,T cell,CL:0000084,T cell
24088_4_335,0227d2f3-985f-45d2-bc7b-7bb097fd95a6,decidual perivascular cell type 2,CL:0008033,decidual perivascular cell
24087_4_357,bd63a5f9-37f0-4742-ae74-c8510ce9d7e2,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_7_142,2c90f9c0-bdca-4728-b13d-6985db8a8580,NA,NA,NA
23728_7_143,9a8d5424-eba4-4160-b519-26b18d8cdce3,decidual macrophage type 1,CL:0000235,macrophage
24088_8_378,b5c1957f-7480-486c-a792-5ed1d03d0528,syncytiotrophoblast cell,CL:0000525,syncytiotrophoblast cell
23728_8_270,be53a06a-1ac0-4c2f-bc3d-e44f95b1d40f,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_4_46,8abd91cd-d7e2-48fc-b3d0-db973b712cff,T cell,CL:0000084,T cell
23728_8_210,acef66c6-3ef3-4285-b8ac-41fb1a2c8481,NA,NA,NA
24087_7_64,a07da838-2536-4e28-867c-0b6bb4474dd3,T cell,CL:0000084,T cell
24087_1_205,09569261-fb45-4e1a-8cc8-983dbb496980,decidual perivascular cell type 1,CL:0008033,decidual perivascular cell
24087_6_333,4e1f5724-4f95-4b1b-a698-7c85f34dc05d,NA,NA,NA
23728_5_66,95506f10-0c8c-48b2-8e88-54d1715c3b5e,T cell,CL:0000084,T cell
23728_7_346,2d7c3313-7a27-4f8f-bd25-15a396c733be,NA,NA,NA
24087_5_24,cef0025b-613f-4f35-9ef8-616d63266962,decidual macrophage type 2,CL:0000235,macrophage
24088_7_265,e5532c69-8cfe-4b48-833b-24e8cfe8279e,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_3_128,ce655f52-c26a-4f93-8269-0b5e1eba012b,decidual macrophage type 1,CL:0000235,macrophage
23728_4_216,4a32a85e-78ab-4045-804d-21149ced4395,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_7_83,3d1c7838-326a-4397-a9f0-055595aa104b,T cell,CL:0000084,T cell
24087_8_24,b37451eb-8f15-4d07-ad7f-dea19dc6aa1a,decidual macrophage type 2,CL:0000235,macrophage
24087_8_62,8414751c-752b-4aa1-9482-62ff5241a57d,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
23728_7_6,622a6eef-eb1b-4977-9ced-74f62e64bab1,NA,NA,NA
24087_4_22,3812a010-7a1d-4e5d-8848-b3baa151a019,T cell,CL:0000084,T cell
24087_4_305,74f254b1-ac5b-4c5d-ad59-fd05fe381144,decidual perivascular cell type 1,CL:0008033,decidual perivascular cell
23728_6_369,65f291b9-d8f8-4fad-9a35-4d7bddcd89dc,NA,NA,NA
24087_6_229,d629075f-378a-4978-b043-34a51709c789,NA,NA,NA
24088_7_380,50369f21-eea6-42dd-bb18-50bdbf4afdbc,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
24087_3_258,21f9950e-d081-4d01-b651-90765d2531c1,decidual perivascular cell type 2,CL:0008033,decidual perivascular cell
24088_7_107,b6712964-b90c-4d4a-b296-ff29692d24e3,T cell,CL:0000084,T cell
24087_7_193,837dfb38-dbd0-4160-82c6-26a68b2f4620,T cell,CL:0000084,T cell
23728_6_136,7e9845ba-7b47-4241-94fa-7c4c2ffbcb6a,T cell,CL:0000084,T cell
24087_7_217,b886271b-2e2e-4825-9b8c-ba85681915e2,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
23728_5_104,ce794177-bb62-43c2-b235-b005c3da2bf8,decidual macrophage type 1,CL:0000235,macrophage
24087_7_336,d59ca2d0-7f5f-48b1-847f-c7557d047c2e,NA,NA,NA
24087_2_123,59b9a91d-0ef5-4b6c-9ded-c93e826a29d4,decidual macrophage type 1,CL:0000235,macrophage
24087_2_140,efb51632-3db8-4794-9173-14ba3b8d7920,T cell,CL:0000084,T cell
23728_6_152,980a6f5e-e689-4478-8c21-cdd446484565,NA,NA,NA
23728_5_39,de694652-2467-4662-84fe-18a8fd2756ff,T cell,CL:0000084,T cell
23728_4_294,d8ad3d00-349c-4496-8687-1887a82ca1ff,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24088_8_172,05ec1b54-9ef6-4e6b-bf50-651a44c0ec99,conventional dendritic cell,CL:0000990,conventional dendritic cell
23728_3_268,04bbc1e4-99d6-40a5-ad4c-d3f96c7573ae,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_6_213,b3c2f7f1-c244-493b-83a8-713b830218cb,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
23728_7_356,d1043c0c-c95f-4e41-a55d-f613589bf91d,NA,NA,NA
24088_4_280,851f3452-47a7-41ae-8487-6ce5d879f4d1,maternal endothelial cell,CL:0000115,endothelial cell
24088_8_230,bdc48a5d-f503-433c-bd4d-d0eb9886a3be,NA,NA,NA
24088_8_23,915ce0b9-6e1f-4460-b32e-33fb99276682,decidual macrophage type 2,CL:0000235,macrophage
24087_4_340,23ae27b9-66b7-4262-ab7c-9059ac894168,innate lymphoid cell,CL:0001065,innate lymphoid cell
24087_1_288,63544ba9-e988-4e91-88a7-4775f2905cee,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_1_264,e98de35f-6d23-410a-a9a1-e7495c581d95,NA,NA,NA
23728_6_212,fc32001f-e6e6-4cb4-ba19-d4b7d338bac6,NA,NA,NA
24088_7_363,3dacaba2-0562-483d-973a-0cca05e22111,NA,NA,NA
23728_4_175,a39dfc19-31e0-411c-83a9-29fcb77805ac,NA,NA,NA
23728_8_296,916a75ea-7200-442f-bf1f-5410b9619b1f,NA,NA,NA
23728_5_345,a40a19a1-1ba2-403d-8e1b-64d99bed2a9b,NA,NA,NA
23728_7_330,ebb1ed86-6003-4bed-b0d7-64cc9f0024d9,NA,NA,NA
24087_5_10,dbc87367-d645-4ad7-bb26-f55fb5915daa,decidual macrophage type 1,CL:0000235,macrophage
24088_8_297,e6206e11-7e6c-4679-991c-271ec9b634e0,NA,NA,NA
23728_5_21,72033a34-3007-41ef-ac15-f7d709260ab1,NA,NA,NA
24087_8_104,b149e3c9-23a9-49b0-8436-c0e46f3a704a,NA,NA,NA
24087_5_92,709446cf-a359-4f55-8832-dda20026c630,T cell,CL:0000084,T cell
24088_4_230,9dca5142-bd47-4459-a312-46afc60be448,NA,NA,NA
23728_3_298,860b7377-6f03-4c3f-a25c-64a9130f94df,decidual stromal cell type 1,CL:2000002,decidual cell
23728_6_120,822428f7-4714-41a2-a152-d902b045b027,decidual macrophage type 1,CL:0000235,macrophage
23728_3_17,c73fa9cc-9d11-4c0a-8a53-2dda462dafc6,NA,NA,NA
23728_7_342,e784f1c2-5664-484f-8193-c3667cb69e12,NA,NA,NA
24087_1_275,280256a3-0fd0-47b5-b27e-adfdcfc1b512,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
23728_4_105,48a58b1a-5173-4569-be5c-6b66d18135d2,decidual macrophage type 1,CL:0000235,macrophage
23728_7_11,9f18081e-1b74-42c9-9455-adbf8b338923,NA,NA,NA
24087_1_359,9d9a30e6-3b98-4bd6-ab9f-3cee6d41aa39,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24088_8_58,245331e4-7071-41a4-9312-9579c38bcdaf,NA,NA,NA
24087_7_7,345d3d2e-82bf-418e-ad62-0983b4a9375e,decidual macrophage type 2,CL:0000235,macrophage
24087_5_293,bf1c0cd5-7935-4851-8cf6-04c9fabb8180,T cell,CL:0000084,T cell
24088_7_372,bae9df0d-44b0-48bf-8b15-9a1a67bfdfdd,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
23728_4_120,1e200af3-6b34-479c-8c34-6fdb9f1fc766,decidual macrophage type 1,CL:0000235,macrophage
23728_8_99,ab8a0a41-85cf-4ec4-b966-de68c005c20b,NA,NA,NA
23728_7_99,8a5feb41-10dd-4e01-8bff-44de137098ab,NA,NA,NA
23728_4_241,fb0597e2-dd86-4c9c-b230-366c9a613214,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_2_308,ae48de01-1c27-441f-b86d-eec4fd00a9f5,decidual stromal cell type 2,CL:2000002,decidual cell
23728_4_173,625210da-33de-4907-a4c8-7e769f392997,decidual macrophage type 2,CL:0000235,macrophage
23728_4_44,eb95d58f-941b-4a3d-84b7-48e7dce9bc6d,T cell,CL:0000084,T cell
24087_8_276,e67b2544-bd9b-441a-9098-f0555e36e93a,NA,NA,NA
24087_8_78,81122e01-1c98-460a-a4a6-801d5328a834,decidual macrophage type 2,CL:0000235,macrophage
24087_4_204,291be048-8be2-41a2-b861-8bc91c3ee6ee,NA,NA,NA
24088_4_245,a7ba6e6b-e5aa-4dbd-b401-3826cc49e028,decidual stromal cell type 1,CL:2000002,decidual cell
24088_8_135,34d459cb-fc50-4532-97df-5bbf4c50f057,T cell,CL:0000084,T cell
24087_3_304,1c4b5902-a49a-4dca-b1b8-cb92a59c9c30,granulocyte,CL:0000094,granulocyte
24088_7_354,f4575883-b007-4382-a33d-446608b0ee30,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
23728_6_24,803e9d81-e587-4780-89b5-437104322442,decidual macrophage type 2,CL:0000235,macrophage
23728_7_176,4372c189-a497-4e69-9656-ecb19658840a,NA,NA,NA
24087_4_347,f21f2709-7a70-48e1-8c41-5755414e65a7,NA,NA,NA
23728_8_351,ad4c03bd-ac77-4a2a-98da-4a95a3151340,NA,NA,NA
24087_2_86,87afc794-4a22-4f66-8bab-71136fd81eaa,T cell,CL:0000084,T cell
23728_4_198,0087c4a7-0edb-4afa-8431-6edf93dcee3c,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24087_3_363,5c72e331-73fd-4db0-8147-78d014664069,conventional dendritic cell,CL:0000990,conventional dendritic cell
24087_8_53,c5017589-670c-44b2-9443-9e16557fc50c,decidual macrophage type 2,CL:0000235,macrophage
24087_1_349,01788b54-535a-4053-9022-d1c117782872,lymphatic endothelial cell,CL:0000115,endothelial cell
23728_3_180,f0c42cb2-7beb-4ef4-8a22-d627b1d3b71b,T cell,CL:0000084,T cell
23728_5_158,b56c403c-14f1-4ace-9138-d27edbca7756,T cell,CL:0000084,T cell
24087_8_317,7c4c34b4-1688-4c6b-a99d-da34f45e152b,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24088_8_146,7114ca16-4696-426d-a695-3fc879d34567,NA,NA,NA
23728_6_18,a617ab5f-0e9e-48e4-a028-a274cc6169fd,T cell,CL:0000084,T cell
23728_8_271,95a778d1-02be-48a4-b77c-97e892f419d2,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24088_8_59,1e522589-203f-4aaa-a8e6-52a7837fb5fe,T cell,CL:0000084,T cell
24087_1_354,68f040f5-0c90-45a2-ae35-7ecff5324236,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
24087_5_7,edef7f28-a344-4889-a137-39e327b6b0ad,decidual macrophage type 2,CL:0000235,macrophage
23728_8_343,82646714-db7d-47f8-8684-af8dcc118bb8,T cell,CL:0000084,T cell
24088_4_263,28c1d9d8-3786-4c6b-8d5e-59c448d360b6,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
24087_5_320,07cf5135-e302-4747-a8fc-58f15106c775,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
23728_7_70,fe1cf484-5b97-4b84-abe9-35909d2927c7,T cell,CL:0000084,T cell
24087_7_284,b7387b1d-3e76-426f-b4e4-00bb3a63a992,NA,NA,NA
23728_7_221,82cef59a-2f7c-44ac-b7da-d24b66cc05cb,NA,NA,NA
23728_4_40,03cd5cbc-e366-4ef9-8580-1f9043c8a47f,T cell,CL:0000084,T cell
24088_7_11,90dea38a-8917-495f-920a-8387a1bac112,decidual macrophage type 1,CL:0000235,macrophage
23728_4_323,67bd9ed7-bbc5-41c1-b6ca-4082c9144c4e,NA,NA,NA
23728_7_279,8c9315c6-93ef-441a-9325-98bdae510b4d,NA,NA,NA
24087_4_173,0dabb275-5b14-42ee-993d-1df1c3ed084e,decidual macrophage type 1,CL:0000235,macrophage
23728_5_99,8ac05747-5a2f-4306-a122-0875fe945db5,decidual macrophage type 2,CL:0000235,macrophage
24087_1_136,1ef5ea05-c235-43bc-8274-2a9998933da6,T cell,CL:0000084,T cell
24087_1_174,182bc6e4-0bd2-480f-922a-5d8f95f7fa48,decidual macrophage type 1,CL:0000235,macrophage
24087_5_287,9293ae61-3c2a-498a-8491-735e74461109,NA,NA,NA
23728_6_350,1b389127-832d-4fac-901d-cb2361e2bbe7,NA,NA,NA
24087_6_217,99b84502-cdaa-4c88-b677-f5393b7f9ccf,NA,NA,NA
23728_3_324,1a6a4434-fe9c-47d5-baef-5ee4ef4e383f,decidual perivascular cell type 2,CL:0008033,decidual perivascular cell
24087_8_321,8f5ace81-154d-41d2-9655-5841bf7844b4,NA,NA,NA
24087_7_71,f60b8049-b665-4f99-9ab5-0ca0cfbaafa4,decidual macrophage type 2,CL:0000235,macrophage
23728_6_127,a656b8ae-4a0d-44ff-a374-d8f2006ca908,decidual macrophage type 2,CL:0000235,macrophage
23728_5_376,ce701820-8121-4612-bfbd-7cd9e79826ea,NA,NA,NA
24087_6_329,309362e5-8c48-4da7-ae58-55ff1609f9c2,NA,NA,NA
23728_5_87,ca3002e5-ea86-43bd-ae42-6d948b16caab,NA,NA,NA
23728_4_321,bee67354-2df5-4785-a9fd-66ccf31341f1,decidual stromal cell type 2,CL:2000002,decidual cell
23728_8_335,b5fd7c37-3502-423d-8052-83ddb9add4de,T cell,CL:0000084,T cell
24087_6_118,06ae07d0-c11d-4d2a-b3e6-a825f9619604,T cell,CL:0000084,T cell
24088_8_73,b5a82499-9153-44fc-bba0-a2a413e9ed99,decidual macrophage type 1,CL:0000235,macrophage
24087_2_145,fadfb40d-a01f-4fb4-83d5-b27cd3dda8e2,decidual macrophage type 1,CL:0000235,macrophage
24087_6_52,571758e8-7069-4c0f-a043-110facf10c3c,decidual macrophage type 2,CL:0000235,macrophage
24087_7_88,2797cbc3-cb38-4a48-a49b-94cbe86b631d,NA,NA,NA
24087_2_144,0ac19f7c-7ad3-4786-8b3b-29743dbc33a1,decidual macrophage type 1,CL:0000235,macrophage
24087_3_71,3c76d74b-ce5b-4c9a-8600-7219aff4f92a,decidual macrophage type 1,CL:0000235,macrophage
24087_4_90,e98eed43-ff3a-4c7f-9177-6ffadcc30ae6,NA,NA,NA
24088_8_242,e26e9c96-540f-4379-95d7-d4b163b16989,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_2_288,b69ff285-ddab-4df1-b986-5b6844730325,NA,NA,NA
24088_8_121,f974c612-879e-4ebf-875e-f7ed6298a24a,NA,NA,NA
23728_6_351,49dfb8cd-96be-431d-882a-f348d8e3200e,NA,NA,NA
24087_1_110,8176b448-4518-4b2b-930f-2a98d537879e,T cell,CL:0000084,T cell
24088_7_369,90682c20-d6b0-4bcf-971e-a9dd3f86550c,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
24088_8_228,442d0ab2-bcdc-4de4-9307-5f7bb9078629,NA,NA,NA
24087_3_161,c11f8760-b1db-4759-9586-21b77f7d009a,T cell,CL:0000084,T cell
23728_3_359,62318cbc-6496-4654-b048-7c76b9a854bd,NA,NA,NA
24087_7_31,7ba3c248-715b-4af1-bc47-8fb156075421,decidual macrophage type 1,CL:0000235,macrophage
23728_8_361,0f90c929-9ced-40ba-b64f-95ebd0a42217,NA,NA,NA
23728_3_299,4acdb70f-63c3-40e8-abb6-a3ce63a48d56,decidual stromal cell type 1,CL:2000002,decidual cell
23728_5_249,4045e6dd-b95d-4172-87c6-8cb09abc6e4e,decidual stromal cell type 3,CL:2000002,decidual cell
23728_8_333,061f945d-2357-472c-937d-61d288f04713,NA,NA,NA
24087_3_236,8a5e756e-6989-4b9f-a340-a4649d206512,decidual stromal cell type 2,CL:2000002,decidual cell
23728_4_139,daacfeb3-50a5-4a0e-b280-1527ea0d0cb0,T cell,CL:0000084,T cell
24087_7_5,da30cd8f-592e-4085-ad40-a4b8126e41fd,decidual macrophage type 2,CL:0000235,macrophage
24087_6_121,60368f42-68e0-4a88-92b9-405ed527af95,decidual macrophage type 2,CL:0000235,macrophage
24087_6_10,0bb5dd96-2d16-4538-8699-b23de3bce365,decidual macrophage type 2,CL:0000235,macrophage
24087_3_257,3372a10a-231c-4c54-aeb4-73653b9ac5b2,NA,NA,NA
23728_4_244,10d1dadc-e8f6-4a95-aa1d-bc3db9849bde,NA,NA,NA
24087_8_160,5c0e7539-b6ec-476f-bf10-3a3669da03e0,T cell,CL:0000084,T cell
24087_6_279,9857480c-ca23-4214-9eb5-555a2dbfe8f7,NA,NA,NA
24087_8_96,cb17073c-031f-417c-be0a-f5b0f617fc4d,decidual macrophage type 2,CL:0000235,macrophage
24087_5_157,68f93dc9-f181-4dd2-8f29-d98111cae657,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
23728_7_89,797d5f78-dd0e-4c07-b479-20ea509f7a63,T cell,CL:0000084,T cell
24087_7_127,13773193-1172-421b-8e29-37dfbb7ddb54,decidual macrophage type 1,CL:0000235,macrophage
24087_4_289,b9a5b934-9832-4039-a118-bce5be6c411c,NA,NA,NA
24087_3_207,b14a76f7-28c5-4873-add9-7a928a65aafd,decidual stromal cell type 3,CL:2000002,decidual cell
24087_1_258,268d96ed-e5bc-4de1-8bdc-b447dce88be9,NA,NA,NA
24087_8_292,65dc192d-93c6-4b29-95da-e9afe10a58cd,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24087_7_19,47a2a695-8106-450d-be7b-e56b2c5b4397,T cell,CL:0000084,T cell
24087_5_120,0653c6d1-9e01-47ac-9a87-7f3e84352d04,decidual macrophage type 1,CL:0000235,macrophage
24087_6_124,876cfdb3-d868-4e9c-8412-fdcc5e3953f7,decidual macrophage type 2,CL:0000235,macrophage
24087_2_326,c190a5d0-9fde-4d27-bf7d-e1cf6ef8d02d,decidual perivascular cell type 1,CL:0008033,decidual perivascular cell
23728_7_222,8fb2a00e-8d4e-4f83-a1ac-31212e15fec7,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_8_349,d2e2592d-55fe-4f54-ae03-6c7c011c4647,NA,NA,NA
23728_7_63,0b4ec0fa-e47e-4710-9fe8-e63321f386ad,T cell,CL:0000084,T cell
23728_3_328,c121803f-231c-4f0e-b22b-1344a468b2f1,NA,NA,NA
24088_7_343,d6414261-867a-4050-98eb-bb3aba4f5bd2,conventional dendritic cell,CL:0000990,conventional dendritic cell
24088_7_224,ed1a43fb-cbd8-4eb9-a9e3-bde20ae4f34f,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_7_122,9f94b45d-9008-4fb2-992b-93a63244c993,decidual macrophage type 1,CL:0000235,macrophage
23728_6_63,68e3912b-0b7f-4eb2-a164-b60c20ba4eb0,T cell,CL:0000084,T cell
24087_6_24,2504e1b6-d9e6-4fa8-b222-8f9966b9e208,decidual macrophage type 1,CL:0000235,macrophage
23728_6_30,2adcfdb3-64bd-4b47-aef4-b2afbaed2cf7,decidual macrophage type 1,CL:0000235,macrophage
24087_1_117,a445e164-7b37-4486-8531-5672f71c042c,T cell,CL:0000084,T cell
23728_5_143,fa8ac77c-caab-4262-bde3-aa00711255d7,decidual macrophage type 1,CL:0000235,macrophage
23728_7_264,a80bd81b-51b8-4544-a95d-e50b514ae8a0,NA,NA,NA
24087_4_323,ca9ba7a6-e8cb-4c44-8fa5-b2a8e7a4ae0f,glandular epithelial cell type 2,CL:0000150,glandular epithelial cell
24087_2_16,21e831cd-4fb9-4bc9-9f5c-6d29edfef7cc,T cell,CL:0000084,T cell
23728_5_270,b6f80dc0-b169-4ce8-b8ba-cd584a81587b,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
23728_3_134,5d63f61a-6e27-466e-894f-6be95c52bd5c,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
23728_8_224,72dd0d93-0919-46ea-92c3-507dac73db39,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_6_284,420918ae-f69f-45b7-b067-f4e086d693bc,NA,NA,NA
24087_2_297,fd751be6-6d44-41c9-b43e-6d1163b2c499,NA,NA,NA
24087_6_60,8250ea77-19bd-4f80-8ab4-ea1eb419926f,T cell,CL:0000084,T cell
24087_1_280,99ce4fb4-a5b6-43b4-a1cc-aec916d487c2,decidual perivascular cell type 1,CL:0008033,decidual perivascular cell
23728_7_207,fae55324-202e-43e2-9e5f-d440d214bb0f,NA,NA,NA
23728_8_95,e723608b-97c6-47ff-8905-857b0c0b849e,decidual macrophage type 1,CL:0000235,macrophage
23728_7_345,1e5813f3-ee03-4a78-9570-915e85ed82d2,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24087_3_186,34c5e14f-71af-4fb2-8843-2825f72eae5d,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_3_360,27b1cb17-4242-4e37-afd8-730808cd544b,NA,NA,NA
24087_7_373,70da67e5-0bad-430c-8bb1-78893f3bd735,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
23728_8_208,a622a7c3-4fc9-4b2f-b5d3-9a9523d4824b,NA,NA,NA
24088_8_160,de9b6fbd-5499-4110-b110-0dcb4af1d1d2,T cell,CL:0000084,T cell
24088_4_295,69fdbbf2-e3f2-43f0-9c8c-1efc0a0b8cc6,NA,NA,NA
24087_1_184,f1c0269f-aa3e-49d2-8b8a-f3e22313b8bf,T cell,CL:0000084,T cell
23728_4_183,94810983-e79e-444c-8e88-16b46e6f0311,NA,NA,NA
23728_8_311,3748bd8c-cd1f-4f0b-a8b8-d5af5577bf89,NA,NA,NA
24088_8_163,2d14b54f-a71b-4f63-8769-7265cd76d6fc,T cell,CL:0000084,T cell
24087_5_139,a5e7ee1e-4473-4900-9855-6c9c96cd45f6,T cell,CL:0000084,T cell
24088_4_205,36bdf045-e765-4cb2-9b5e-41e5c9e9bd55,NA,NA,NA
24087_2_296,d97e7081-0f13-4fd0-8f1d-991229647db6,NA,NA,NA
24087_7_360,b36cdafb-db71-4e4e-a4f2-9ae5fa113dcd,T cell,CL:0000084,T cell
24087_6_261,b0658e70-bff2-4227-a771-4b04f6d058eb,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_5_32,20578d37-f5c1-4ce9-95bd-110bce9e4bf3,decidual macrophage type 1,CL:0000235,macrophage
23728_3_125,26dd7e6f-3e92-4dd3-894f-ac4af058d0b6,decidual macrophage type 1,CL:0000235,macrophage
24088_8_54,cbd896c3-8b40-4c82-b825-0c8e336bc050,decidual macrophage type 2,CL:0000235,macrophage
24087_8_330,283680f2-593e-43ba-8e3c-43fa98d2c1bc,NA,NA,NA
24087_1_343,126f52c5-5bbd-44b8-bb11-7ff0e3314d33,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
24087_6_42,903ff0e3-0a38-48c8-97ce-ae915e2e950f,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24088_8_21,f5fe057b-f8e0-4ca8-a6be-3ffbe92859a4,T cell,CL:0000084,T cell
23728_7_62,8291a9c9-c505-4f55-a2dc-5e8e499299ea,T cell,CL:0000084,T cell
24088_8_67,53ee7d16-5462-4114-a08c-8f8e2d4fd35d,T cell,CL:0000084,T cell
24087_3_368,25d75c68-2dd1-4708-9067-b9004b99b379,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
23728_3_16,5ed8cd14-2945-4458-8ff3-4f17ec373316,T cell,CL:0000084,T cell
24088_7_141,d4e91373-d10f-44f7-881f-55170829f42c,T cell,CL:0000084,T cell
23728_5_95,da79c5c8-6fa0-4ac9-bb92-ffebd1ab70f8,decidual macrophage type 1,CL:0000235,macrophage
24087_8_296,8e46adfb-da26-4fee-a37f-b3fd4b7298a2,decidual natural killer cell type 3,CL:0002343,decidual natural killer cell
