cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
24087_4_324,b48463e8-2c69-43a4-b005-22d66dd32df5,decidual perivascular cell type 2,CL:0008033,decidual perivascular cell
24087_5_158,69bbf136-bbce-465b-ac09-5f46454e3ef3,T cell,CL:0000084,T cell
24087_7_379,d2b2588c-6da4-4907-a49a-c8862d11acae,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
23728_6_324,d7738b68-20cc-430f-b14f-d85c6f50a959,NA,NA,NA
24087_1_201,6555d087-7fd9-4c36-a11d-9023eb0cd272,decidual natural killer cell type 1,CL:0002343,decidual natural killer cell
24087_6_353,a2e4780b-6c76-4a16-b799-3cadba2ccb5b,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
24087_7_173,3b4761cd-973b-4500-871b-1ab3dc0d3aa1,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24087_4_380,6feb64ee-471f-4460-ba95-259b9de43f1b,NA,NA,NA
24087_4_6,284300ac-36f7-4302-b722-17349686b88a,decidual macrophage type 1,CL:0000235,macrophage
23728_4_212,c01362dc-606d-4a70-9fee-5b7ee194fe0d,decidual stromal cell type 1,CL:2000002,decidual cell
24087_3_260,10024258-8687-4a8c-87f6-98706cf11acb,decidual perivascular cell type 2,CL:0008033,decidual perivascular cell
24088_8_36,aa61e5a5-77c8-4c20-b4bb-bd752163dddb,T cell,CL:0000084,T cell
23728_5_148,c24f78a8-c4c2-4b94-970b-c17fa0007f86,decidual macrophage type 2,CL:0000235,macrophage
24087_3_273,3d32e8e9-1c73-465c-9783-6a0127036af4,decidual stromal cell type 2,CL:2000002,decidual cell
24087_8_20,cba90bdf-127f-4440-92a8-6fef2e733d1c,T cell,CL:0000084,T cell
23728_6_225,2dd90660-ff9b-46b7-bcf5-29ceb7d7bedf,NA,NA,NA
23728_5_282,8458a561-da01-4974-b8c7-455e60db38f4,decidual stromal cell type 3,CL:2000002,decidual cell
24088_7_7,f7d369fb-fffe-4226-81a6-40642170a454,decidual macrophage type 2,CL:0000235,macrophage
24087_5_23,d254259f-49b2-4bee-a36e-d729c54f34de,decidual macrophage type 1,CL:0000235,macrophage
24087_8_349,3c393dc3-77e5-4302-918a-149838d0ae07,placental extravillous trophoblast cell,CL:0008036,extravillous trophoblast cell
24088_8_199,c66403ca-cf18-49d2-afdb-3428fa8dac36,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
23728_5_121,3298739c-300e-4884-9387-f67da85e89d0,decidual macrophage type 1,CL:0000235,macrophage
24088_8_95,4f9f2e9d-fded-46fe-a3a4-3c4f91a29c9b,decidual macrophage type 2,CL:0000235,macrophage
23728_4_195,9220b5c2-e610-40e9-ac43-5128f355374a,NA,NA,NA
23728_5_131,e3cab8ba-7d5e-4af3-99fd-4d06288a6419,T cell,CL:0000084,T cell
24088_4_234,3a79f4ce-f6c0-473e-be10-01ec55e3c4d9,maternal endothelial cell,CL:0000115,endothelial cell
24087_3_379,3a6632e6-8adc-4a0e-8242-f2c4f141a03f,glandular epithelial cell type 2,CL:0000150,glandular epithelial cell
23728_4_257,af0f4f79-ce34-4e32-988c-24196bd1b6f1,NA,NA,NA
