cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
D26Dn6G10,9a61d9b5-da14-4a82-9e7d-90a528c9c4fc,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4A01,25a19c98-de31-4c81-9a01-94db59cedff0,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4A05,5b25ccf9-0a77-4522-a5aa-70ac0473f520,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4A09,788de9d8-30cc-495a-8bc4-e0c3fcd73330,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4A11,28cc8070-7c81-49db-b7f6-c648d4cb9c8e,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4B03,c8567775-921e-4000-b3ee-6e22604ac730,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4C06,210362a7-a597-4f62-be8b-b58c71881b31,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4C07,973aac62-6489-428d-be22-6ee878729429,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4D01,64fa6748-f988-4d2a-8fec-c698626a10df,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4D04,7019ffc5-1d88-4018-a20f-9e461ba84dfe,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4D05,f8de8e01-d459-4ba4-88db-cae610529147,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4D06,1902b721-ab10-4a0b-acb3-64c9aac446ac,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4D07,4aa56267-7a3f-49ba-93c0-d64383813bdd,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4D11,bbc41980-17d4-4120-bcc8-d24782bf6e19,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4E01,17c45391-b3ae-41bb-a1e4-d763c09442bc,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4E04,61a9e0fb-e8af-48bb-9087-fc20e3497ee9,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4E05,fb73429d-80be-4efc-a56e-ab72c4a3d1f5,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4F06,112c395f-c22a-4808-a4e1-67ea43a3005d,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4F09,e1e0fe69-ecf2-4ce8-a972-ad1cb05e8962,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4G01,3ceb1938-d4bd-4c4e-9da5-8b5603fd47c2,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4G07,05cd26e4-673a-4b6c-8662-841cd6d1eba8,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4G10,cffbd749-0075-4b87-a9ea-490e8854a8f2,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4H05,80ece60b-db1a-42b2-ab43-f44017631236,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4H09,6e87dec4-5dcd-43c5-b6b6-756910c766a4,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28A05,3c43761e-7475-4149-81b6-c3f6ec8b941f,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28C06,a2275c51-fd2c-45f5-b534-d0ec067d1f67,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28C09,b2036de8-c921-435a-b2df-493fe148e1ed,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28F02,a7cf8120-a490-4d03-b0dc-9c6565c37eab,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28G04,3c2333fe-6f73-45c0-91c4-95ec44d33bbd,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28G08,e78a3acd-5527-46a8-941b-53bc5dc5cd68,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28H06,d5c84c6e-28fe-482e-bae8-7bcd69c06970,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4A02,74aa6ce9-dfbc-4138-b003-934b681c2cd6,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4A03,3e5df2ad-8a36-4a28-9496-8091c07684a4,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4A08,5e79160f-9f58-46f2-a53f-1c7215631861,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4B01,17893e3a-0ae9-4c5d-bf01-dc8c76492060,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4B07,2a6c3616-dd61-4e05-9bf6-ee9f23af375c,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4B08,5abce75a-63fd-4c8a-9695-0debfe58ba59,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4B09,9bcb08a5-91be-473b-8034-b6b3347e7eb5,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4B10,ea90f968-3889-4d1c-b15c-b1090ce763d5,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4C02,54c2cec2-f3cb-4d62-b272-cac4ff72e830,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4D02,d404963d-18be-4115-89de-80d204165d06,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4E02,23f56df5-be4d-467d-8cb4-9687cad7f4b9,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4F03,599fe0ee-0b75-4497-b707-baf6b9b3b86f,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4F05,2893a658-bfe1-4aae-ac0f-ff45f7a2fd5e,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4F10,e0a2183d-f045-453c-ac6c-5c72bda5e948,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4G04,b3e4eb0c-e686-497d-b410-336071a859f9,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4G05,ccb96d03-eb66-428f-94ed-12927bab870c,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4H07,99a36c2e-cda5-4fda-837e-29aed95452c3,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4H08,6332ce80-8fa4-4931-ba36-b031a43f576d,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp4H10,e8d7b3dd-5daf-4085-bdca-ac9a1ef850d3,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp14A10,0000ea22-7033-44a8-88ff-190d8dde0183,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28A02,cd705e59-cd3c-4019-80cc-c6c6770dfbbf,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28B11,95f90914-4fd0-44e8-8a01-54a1933c4567,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28E01,05429ebd-05f3-4cd8-8f45-4c525f594884,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28G09,92f7ecd8-4726-4e87-a012-1ecba1149d94,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dp28H09,563714a8-7095-43c3-bfe3-290759859326,LGE neuron,CL:0000540||UBERON:0004025,neuron||lateral ganglionic eminence
D26Dn16B03,e5a66dbb-90fc-404c-939f-ea0592a4f615,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dn26C10,13e5c624-6bdb-4ff3-8434-5c18fdc38e95,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dn26G06,c23770d0-dd92-44fa-a644-0e33b0aa10b0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4A06,d2b599ff-e9e7-4275-a365-4698e7ed8fa7,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4B02,93d4b2eb-111e-4da3-b730-939493c7452c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4B04,da82b3e4-37f1-425e-9f25-5bd6208147fc,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4B06,e73fc897-466b-45b2-b270-1ea753915739,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4C01,31cbaacd-775e-4fbb-a2b2-a38a2153d0ea,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4C11,6ed7947a-e5f7-4df6-870f-934465ca5bd5,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4D03,7b7ac63d-a7ba-4514-931f-7f0f609c9c22,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4D09,8216ec49-3125-4f6b-893b-c0bae23bcb60,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4E07,7214b994-ab6b-485d-aa65-4b54881cbdea,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4E09,b686b71d-4b16-46cc-8a69-ee1911ee7557,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4E11,5015931c-821e-47f6-8946-c533bd5c1a41,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4F04,a501d4c2-7973-45d2-9f18-aadc8f98cc9a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4F08,fd997836-8d5c-4843-8625-d6e30d115663,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4G03,6cea97fe-8faf-4968-87b4-9f8fe35ae8b9,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4G11,b39c1a2d-1c32-4d61-9371-385da33be79b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4H01,d04c5296-5977-436f-b899-5b7251f571b0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4H02,2bc2db99-9b1c-4f78-9104-914ba255858e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4H04,b2c36fa9-cb93-4135-9fd4-ee7218ebc359,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A01,c1e8c769-56fe-4e3d-ad1f-9e3f25bd1506,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A02,4ccc1b88-8fd6-425b-8aae-f6549777c63e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A03,f4d8fb7f-c2ea-48a0-b63c-3402653746be,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A04,2d7a198d-e662-4ace-8286-8fcd66864ac1,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14A11,654725e1-a122-44f9-bed0-1c622af886bb,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B01,11f84196-1240-4b33-a902-f49caf2dff11,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B02,f1153904-9f47-40b8-8415-1e4e678a76b2,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B03,c7f9370d-89f1-48fc-aefb-8f34ce70ef89,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B04,91d854ff-6de2-4ad1-bca7-ba37f1f277fb,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B05,d78f9da9-de32-4857-a672-af7abd49e257,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B06,532c1f29-a287-430b-b2a9-bbf3bea71745,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B08,9b3fe1c8-d0e7-4250-a0af-feeb85271e6c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B10,94e1060a-8696-4331-9e11-44688685db83,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14B11,3f21df60-55dc-4497-a23e-e9ad389865d8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C01,0d1a5929-a445-45ae-a986-7fc50308ba24,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C02,2fa38627-233b-4fe3-b19a-91a5e4becc5d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C03,01b72ee4-0b79-4e2a-a43e-11250907d6bc,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C05,8e74c6c0-c035-4b86-9e53-0da470b2301b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C06,f77ba4ad-57d9-4d41-b604-5cadee9dcfd2,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C07,0abb4917-1116-4fe5-b911-61b437863f08,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C08,32205191-b67c-4a0a-a48e-98ae0abc71ac,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14C09,7cc57120-99ee-45c9-bc62-5f638ebce3c2,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D02,a04bd6da-16bd-4fab-b1af-021389d6efd0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D03,ed16ac98-d231-4ad3-97c1-f9d2418dab26,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D04,67960535-8199-4f16-82c0-a54de3cacc0f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D05,14667f12-f6fe-4872-aba8-5b1f62f2b022,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D06,da5959ab-df6e-493b-aec4-5d2a15b2e1ab,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D07,7d44600b-1cf1-4025-89ec-91e10afcca54,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14D08,5be95733-31c3-4c23-b60c-4433d4da0eaa,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E02,0a41d16e-f357-42dc-97ac-46194689c1a9,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E03,27a5f302-fdc8-49d6-8280-18de558cad5f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E04,1fbe0a62-640d-4417-80a5-bcd43b4baa48,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E06,656ffaae-ab15-43c2-83f8-70eb194100c0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E07,9a182d7a-8a63-4613-93e4-7ee75c522f69,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E08,4afcf0f1-f512-4232-b448-6db638a90f1e,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E09,d4a1b0ff-5bb8-4728-bc7e-6d3e4b3bd09a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14E10,c8286cf6-00c7-41e9-83fc-6e308ab8024f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F01,1484b8b8-0595-45fb-bd14-c681f3b366a5,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F02,b276d754-78b5-492c-b107-db2dd2c939bd,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F05,c2ab8188-50cc-4352-b632-6b2493a457f3,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F06,58f06130-394a-4c83-92e6-c694acb4a0d0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F08,bdd55044-7ea2-4e83-abd4-647130c54a7a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F09,a02707b8-fa6a-43e1-a66e-0c22f0bc7540,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F10,d8e34d41-0832-4012-aeab-7f7e2276a4c9,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14F11,29b1661a-10c1-4928-bdad-949c7c770b72,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G02,e701d9a9-a11d-4298-8cbc-eead5ad35ca5,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G03,c6cb0bf7-5ca6-441d-92f8-a3d3dacf980f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G04,7226d891-d6d4-459b-a076-0d4003fe054c,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G05,443c66d0-ac5d-4ee3-922b-c921fe78f4fe,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G06,de5cd100-4d34-4495-91f5-cbbce640f2bc,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G07,186b2fbd-3099-43e8-bfdd-4378f9507095,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G08,4f318c6a-1e18-465e-9758-faa960bb0916,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G09,ac8cf549-1618-4858-891d-1e106fe909b5,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14G10,875f8f41-3732-41e0-9289-d2905510023a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H01,e0a58ff0-280e-42bc-96c9-88598378fe81,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H02,61c38de6-9aaf-4fe7-97ed-6bbcc4717a01,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H03,86b2a775-42f7-48ef-820c-97f093a7344b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H04,92e30963-bcf1-4057-a32f-233274b5da32,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H05,3aa23c2a-58b7-40f0-ab7e-b1396329fc0a,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H06,607942cc-e9b9-42d6-b8b0-3fe995bb8e63,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H08,58b28b4f-f26a-4acb-b730-1c29a1554daf,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H10,5537c53b-6b3b-4430-9fca-5bd5a92057e4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp14H11,5406e0e4-daca-4a75-8160-17910bb342b8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28A01,3fb1fbe1-7607-4555-b994-7a767b592bef,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28A06,473b08bf-547b-4a9a-be73-9bc0a7ba3b56,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28A07,4139e88e-3909-4236-b7cc-c8a5bca40d89,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28A11,510be3f4-a95a-4904-ad7f-5d2f703c3345,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B03,4632c842-5dbd-4b2b-b609-68d57511d569,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B05,441c4e86-f457-48fd-bfcc-1296f51e4b9f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28B09,2a7447ff-0c68-4e8d-99a3-603396e42d26,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C01,317a0e4a-3665-4ea4-8f3d-7ec43ed55912,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C02,5c66699f-949b-4483-b14b-640f272990fe,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C03,cda9b715-ac3d-4934-a68f-5f5067f8d8b4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C04,3f1b4b42-e4f9-4ea6-8de2-f8073d0fb962,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C05,4debf645-fcd9-4587-b597-ceb2346e644d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28C11,24176a55-5dba-4b9c-bbd5-3c3dc1e3b997,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D01,dcd198a6-8853-4fc8-9d2e-58445aab4824,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D02,9b797c70-d5c7-4652-8cfd-a5e773004d17,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D03,f7353fca-d8c6-4cba-8453-060b0751ec86,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D07,00e86aea-cf83-485f-8346-5eb2dd369703,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28D11,bf78b19c-ae34-4c89-b2f2-cacd0873838b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28E06,8c0fec9b-9776-44d3-9423-a67148c5a7e7,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28E08,1d5cf107-3bca-438e-84dc-f16b171a7c79,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28E09,7e5265a8-dedd-4102-870e-985d99ebf9aa,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F01,ac87b4f4-34a2-4261-99be-939771f03fad,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F03,cac382af-1ee2-4a64-be1f-f17a61e7262f,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F08,01bd1bb2-bc65-4cfa-a757-8ddcae5f6fd0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28F11,47e82c33-146c-4918-bc0b-8088b2ac20f1,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28G03,57b4d59c-b593-44f8-bfbe-783f7fbe60e8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28G06,b3519c4d-2f56-494a-ae57-03a6ca69cbfa,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28G07,923d338f-2dba-4444-bc4f-5cc04712995b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28G10,4ea6ab21-c762-4a6d-bcec-ad7e5f78a0c0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28G11,f15e6d5f-37f6-4d8e-bac3-49a66b040bf0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H02,475457ff-1d44-40c5-8d8f-1b2fe2ef66c8,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H03,78f5dd6e-0337-4a3f-bf5f-264b94e7b3f0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H05,7ccb0dfb-a2c0-42a3-aac0-bc36c18819ff,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H07,aac807a4-f1ad-478a-9a60-85e6ad1f5fc4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H08,3b26a003-e19f-4faf-9ddd-780f7a2fba30,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp28H11,312be7fe-03dd-48ff-a901-a6830a6664dd,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dn6F03,9e70013e-ad19-4509-9f03-8705fcfad038,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4A04,404b1a0a-c59d-48d8-b987-d8409e8c76e0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4A10,1940153d-14ec-40eb-8371-0be850b11d7d,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4B05,41966c2e-c782-4da1-8617-72b124881de6,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4B11,b597a8b2-2a94-4587-9a72-0f1c8d0806f9,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4C03,84a6c8a2-0664-41d5-a758-50263cf7dad0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4C04,ac7409d6-6d85-4f50-b511-0377487696f4,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4C08,57d953d0-ad87-42f8-bcbd-171cb8bc8dc0,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4C09,7cfdca7a-509f-4412-970e-7f04f41e7fb9,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D26Dp4C10,fdb45f17-92fb-4fcc-bef3-ea6da8584cf7,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
