cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
D54Dp29SKB10,b7b5529f-18e5-4bf7-aeba-9aacb123d8bb,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKB11,5985807c-e571-452f-a22d-59f1c8854424,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKD02,bb1a84c7-44ae-44fc-9787-648886ec02c3,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKD08,356c6568-14fe-417e-be4a-7a66d5e5b396,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp29SKE03,b16d9e68-e142-4b34-acfa-50854018eb2b,MGE neuron,CL:0000540||UBERON:0004024,neuron||medial ganglionic eminence
D54Dp5AsB11,210c35fe-55dd-41bb-873e-14e736886fd5,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsC05,97c2c2d2-ba23-4f78-be47-e3e03efea6c9,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsC07,929d9ca7-db46-4852-927c-189ef6433b16,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsC09,aa8e8c80-6d11-4890-9435-d661b1b72590,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsC10,f4e618da-1a1b-437f-8582-bcced2f87ef7,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsC11,2cc0d2e6-0c87-49b1-b18c-82dd7b012f91,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsD05,0c090fc3-d23c-4313-a7e1-e1ea5b6d6784,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsE04,f596d8b3-3499-474b-a46b-819d9a23029d,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsF01,273abf46-aba8-4245-8209-4462365a6449,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsF04,0cab59c9-71d4-45c0-890d-8a936c71e4b3,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsF10,625f6fc3-02a1-49db-b69a-9f761c5ecfed,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsH04,3d6142e9-0509-4d87-9783-d5879fb090f2,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsH11,c37153a9-8c5e-4837-8715-47e9cd321e5b,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9A03,e8dddd6e-82d2-4b29-94ba-460a2ae4421c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9A04,68d09381-d148-4d9a-8f75-06d441722dba,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9A08,7dcacf3c-7625-43f8-9138-965c412073e8,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9B08,7b3c100a-2b81-4a6f-ae23-0d31d6c22930,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9B09,d988949a-ff84-4cb6-9fcd-424c2fa2b340,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9C02,c1465b8e-c1aa-4c78-8ab5-f723aa3f1793,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9D05,176906c6-cb88-4918-9581-2fdb5b043661,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9D09,3a2dc0d5-9d0c-43d0-9580-6a3173f2fa32,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E03,9576b57a-1c74-4e82-aa66-8a2893eb3483,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E05,0578d52e-49b7-4fb6-ac80-23575d6629af,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E06,8ad5ff8c-8bf9-4038-b3e9-e9682f0b0a13,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E11,f240af52-c34a-429b-9e05-2b9807bf1cab,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9F01,28612efd-6e52-45fc-91ed-459fb568d398,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9F08,817bdd79-7fcb-4850-a71d-efad3df62188,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9F10,ce1f19e4-dbb6-4320-bec8-3d449fd57cd2,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9F11,dd966f22-4dbb-461a-a90d-f76b35af57d5,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G01,8ebcc59a-efa1-4599-a63f-43b8a58a93ca,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G09,7fc7697f-8ea7-4f51-968b-946aa3cd53b2,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9H03,a25872d3-b57c-4f58-ac82-f60b1c2303a7,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12B01,ea2d3c9a-9d36-4d0a-9f4d-90f087b34205,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12B04,0cb44787-37c4-4eed-9462-542530aac832,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12C08,c28a797e-4cd3-4fbc-8fb3-311cf81a1624,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12D08,a8f52a47-50b2-4fc3-ab51-4f6a7e052257,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12F09,8a919aff-6c35-49f1-aff4-8334d68394e5,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12F10,fde6c60c-0dc6-4b1b-ba45-05d49c8f0ffa,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12G04,dea8a35b-f588-44f1-8f69-c7129a8f7dc9,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18B06,baedc42e-7f52-4151-aa35-0db800196f91,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18C01,ce73f019-ab2c-489d-aa65-c50d600bff3a,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18D04,df20653a-25a4-4d7b-8335-8c2e7bc9b7a0,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18E07,15223154-acfe-4781-a26b-eba2fec4f709,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18F01,b073b927-758d-47f1-b8ab-4f83e9a7f8f0,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18F03,3059a761-69fb-444c-825f-9caf23de0077,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18F05,d69c5abd-483b-4051-bbb1-fe75f7933170,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18F10,1409245d-0e29-4fc5-bdb6-e20d9bb44bfa,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18G05,b2015556-721d-4788-979f-506d1774998e,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKA02,c51ef361-dbe3-432d-a36f-8cf66343de7d,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKB09,198a2d78-7be9-4096-a1a7-5696994d89eb,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKC05,f4e713fe-5e76-4588-9977-87c1e71edb65,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKD05,bfedb980-0c89-4957-b2ed-4a6eed8a1380,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKE06,a4783015-b155-4993-8a96-4ee65b31367a,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKE10,5dc7fbc4-b470-4a29-ba83-e09724162740,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKE11,4ab1c647-3924-410f-b537-fc2401ed2a80,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKF05,c9909f7a-ca0c-49b8-bafb-1f4b46eb7ff0,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKG02,0b426f18-41b9-4ba3-8ff1-64c0268724db,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKA02,d98c24a9-247f-407e-b07a-11b50ed96f91,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKA05,78758bc9-9d6d-49ba-8c04-8426dfd7c91e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB01,812504f8-d27f-40d2-8a68-43fbec38399e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB02,18f83428-01e8-472a-854a-a20e2d2789d6,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB03,9804b36a-8b96-4289-9dfa-fc5dd5ff3e4f,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB04,f4d443dc-4b7c-433d-a22b-b531db091160,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB05,8bfcaed1-f208-4cd1-8ec6-7046ae4589ae,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB07,612a5c35-e207-4b58-9081-fbf2f8014b99,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB08,5ab4c7f0-048b-4c6c-bd85-aa1495777443,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC01,3127db8a-852a-476e-a316-957d178aa578,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC04,88c1e881-6b41-4720-bbcf-354aeb1b5a8e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC11,f8194759-0f0d-4932-95a2-9f90462c074b,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKD01,6e299539-3892-42f9-916e-0aa89faeb78a,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKD06,6f7d9543-8dad-4e74-a090-5ef612d15f39,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKD07,61cf98cc-2c6f-411a-8520-717a74670e70,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE01,dfcf4077-5a53-4cac-9352-b1fdb37ea91b,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE02,6713a7ba-e0f8-4b7e-a368-b7f80ccabd47,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE06,0367c4e2-98e0-41b2-ac0e-018f06f3772c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE07,e835fc77-9ea1-47bd-8879-b641b5e558cf,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE09,bcaf1740-3ea8-4591-8138-a4240eabfbe0,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKF01,93af7306-e4c7-4ef9-a998-adf749adbf98,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKF07,31af52cd-4fd8-4584-98d1-073ab206ced0,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKF09,7a86c778-a329-4a6d-ba87-8fc46743c5a4,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKF11,0f56c973-97eb-44b3-8a45-278cb86f618f,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKG02,46b9f4c4-03b0-4f6f-b8be-3b247839fb8e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKG09,3b8a27d4-5f99-4838-a94c-9d59da6a949b,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKH02,ecf4ed40-95f6-43f6-9225-e5a4dc477022,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKH06,d8a88d3c-b54f-4c8b-af7b-bb1831a25a0c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKH09,83c28c9e-d227-4c72-9a45-9d3a455a3324,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKH10,4c3f4c0a-8f24-4a8a-9f0d-8a76875a5efe,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsB09,77c1c438-62a6-4ded-8379-a2040fa26179,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsC02,7f4d4bdf-dff8-42e7-827f-e3a4fb004cfe,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsC03,2bcad169-7b3d-466c-801e-72ee6510496b,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsE03,dbaea14c-4a24-4623-8548-390ce0663339,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsE06,4e07956e-554b-49e2-b76d-ea992ff22142,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsE09,92012c4a-6d00-4591-b074-94fdcc49cec2,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsF11,521f1563-892e-4ac5-8b7e-b75d69d6e418,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsH09,219a5336-35ec-499c-b062-af9dc84da491,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9A06,5915565c-4fdd-468e-bec0-66a628bb8a5e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9B02,95f7263e-29f4-4ab3-9cd2-64bd2940a49e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9B05,e1da1199-9dd0-4514-946a-2d603befab4f,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9B07,bc918d06-98c7-447a-9ddc-b7fddbe31cab,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9B11,37ba0016-04f2-4c34-a1b9-9f6fb81e5c9c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9D03,82ffb412-82b3-428a-baa2-c10d845352fd,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E08,a4c70963-770d-4216-b24d-600a1cc06994,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9F03,fd191cd9-d90f-44a8-9a11-edf7daebb593,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G05,dcd05e98-633e-48a3-970b-cbf562631e4b,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G06,35bbdaec-0588-4a50-9e3a-750b573b7fc6,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12B08,29fde9da-5527-498f-a02d-bc334251bc5f,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12D07,11fe1d95-b1f3-4408-aa2f-cba5953022e3,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12D11,5df74e34-a7a0-4b36-b425-1c90526e04c7,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12E04,e35b4b4f-71a9-4f31-a81a-9a61aafffcf9,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12E07,4bdfec5d-ae75-4f2e-84ec-dc9130116315,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12G02,808416ae-aa63-40f6-8367-27f63cc3de00,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12G11,67f9fc64-8867-4d0c-9ed7-93396c9030c9,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18B05,7c975fc1-f140-47bd-b41d-cfb03e5322f3,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18C02,d493cc3c-8544-421f-8a2c-f175174471cb,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18C11,318402bd-19cd-4460-a303-ebeb6a0965bb,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18D01,ee7adb4c-cdeb-4841-9832-3b0699ee9d66,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18D05,12f17b4e-5a07-4a60-be5c-21dd7b14bdde,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18D09,db4c16b6-5ce7-4357-8e67-c680ac182215,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18G02,3b10d8cf-86f5-471c-9760-e07fff3f713d,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKA01,a9530cdc-2c0c-4e10-bdd9-646aabb0d0c0,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKF01,82a5f045-4640-48f4-b349-ce28c6107d05,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKG11,0b3c0997-6fc7-48bb-b933-8434fbaa8a94,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKH10,e7fa1782-ba7c-4879-9754-024e106b0ddf,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKA01,ba9dce48-6ac5-42f2-aecc-cdeb836042a5,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKA11,848f6e94-d13e-4205-b0a6-7639b3c1777c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB06,6d6b30c2-a81d-44b8-98d3-517c3e468d83,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKF02,332843ae-145b-411d-a5b1-c9a671bbb05e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKF04,9bfc5edc-439e-4efd-b68e-7bfc19e2ec82,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKG07,c50d5aac-e613-41a0-a2a6-ad0cdf8fdf82,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsA08,d384fc9b-2bf7-452e-94fc-e6a2254bedca,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsA09,629dc3ad-d3ae-44b5-a26d-c1cb8482711c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsB02,033fe49f-f0a7-40b9-a67b-0cc43eebc368,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsB04,9a0f597d-80ef-4888-a6af-a410d6e476e8,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsB10,ba6b6381-7cd6-474c-8909-815ba6e7f016,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsD01,40fe4fc5-72be-4ea7-b99f-f4446a9318f4,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsD02,ce5a252f-e0e1-4c8d-b882-375d37f994f9,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsD04,cd6e6568-702f-4fea-a25a-329e9c7f0d97,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsD06,33123cd2-9663-4d8c-ac12-557a7e085f00,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsD08,0697ce2c-abbf-4041-8cb7-4f12e6276999,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsE10,e616490b-f996-4891-b6e9-b5f3cde6e967,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsG02,f67ff4d2-bd16-48d6-8a10-43ecff527695,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsG07,4f99d232-ab90-47a7-9f88-6ec32bf230ff,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsG09,0a908691-fbe0-475d-8400-244f322dfeba,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsG11,ec9c03a7-89d9-42ad-ba65-c25b29d897fa,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsH03,b8a9232e-4eef-4d55-9681-dcdf54ccbbab,cortical interneuron,CL:0008031,cortical interneuron
D54Dp5AsH06,ae68a26e-9b62-4b25-b0ae-ec15ecbd1fe7,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9A05,a6fbbea9-4c56-4327-b162-b4565b0b5157,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9B10,f2bfb800-1ef5-46b5-8ecd-f2c17c04ffbf,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9C03,0da82c8e-0364-4017-911a-31eff55528f6,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9C04,47a1ec5b-ec8a-4993-a029-d904def61d75,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9C06,d322d5ea-c119-4aa5-8676-9796e2d91952,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9C07,b75cdabb-4f8b-4c01-aff1-0ba6169692e3,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9D06,06b26375-d0e1-445a-be1a-5d9cc9c8c6fd,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9D08,8c436dea-2e3a-4234-af3f-9b158d64f475,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E01,3d79c1c4-4176-4efd-8923-79abe92aff0d,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E02,96be6ef9-0df0-431d-8153-6227c0007256,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E04,cb3acd29-f3c3-499b-8659-3dd01847cc0d,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E07,2b82a9bf-05cd-4027-9eb4-59145e5be9a7,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9E10,2c9a6eac-3d9a-4666-8943-49dc3aaac44f,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9F05,0af933a4-1e71-4934-8da7-7d6a7cb3612d,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G03,4dafc96d-326e-4971-a9e4-ac8c5877a372,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G08,78bfb2fa-5c6e-4111-a3a7-1e1ae393f1ab,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G10,dbd6d94f-c759-4e5e-9e40-e404c63b32ae,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9G11,b0fa48ba-958f-42c4-9e95-ab1cf72ba3e3,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9H06,8a0d33d4-ce77-4d7a-a89f-8178675803f4,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9H07,dc57b8f9-42f8-43b9-8e95-44c4ed32d6d9,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9H09,f673d4ef-ec85-4fc7-9a78-f985c2563d64,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9H10,9d3473c8-34dc-4866-9d88-767d9539cac5,cortical interneuron,CL:0008031,cortical interneuron
D54Dp9H11,787331e0-acb4-4235-9067-193e8e11f564,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12A04,7884ad1e-4c53-40e0-951b-4c6ee62cf30c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12A09,a5b794f2-972c-47d2-aba4-a65b713f561a,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12B11,e6260b15-31e9-4968-85dd-020fde1cb1bb,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12C01,14534f66-a7c1-45a4-98d5-1d9a6bf4f2df,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12C09,49f74410-83d2-40de-b1bb-644cccd4be45,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12D02,b6cfb1f7-3cef-45fa-b609-e7ad8be700c1,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12E03,1d8e6099-3a89-4268-b52c-528fdefb5ead,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12F01,3469b1fb-9905-401a-bec1-c9c9178a4343,cortical interneuron,CL:0008031,cortical interneuron
D54Dp12H09,db89afb6-565b-4b7c-a1c5-0e9212296fd0,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18C03,d12a9bf0-d0cf-4175-8ffd-a45ef106c302,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18C05,b9a8d3f3-c37f-49b1-bbe1-dab3a2bc5931,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18C06,8a6ff035-7e1d-4be6-8925-b4aebb32d714,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18C10,7bdae703-f677-4024-a8a5-cdd8d8a73bdf,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18D03,09831674-c940-41a5-8d07-52e420077534,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18E02,2d0ef101-adc5-4604-afd2-d2bb9b4ac25d,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18E05,149ebe5e-36ae-4748-b75f-bab17c32a928,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18E06,feabc546-8dbf-4afc-bbcc-d3afe3596cb5,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18F04,78ecd99d-88da-4e2f-b14c-25fd523648dc,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18F08,d29485e0-380f-4e2c-9c2d-8e4e5ac4975c,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18G01,7f8a6e79-3c3f-4ff9-8d73-b10d1fb7b77f,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18G11,f57a4348-4b73-405b-abe2-63847eff6b60,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18H04,ce0e485d-6804-4e7e-bc10-9fc80a1d55cb,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18H07,fc71028e-ceab-4369-af3c-80a6362afbe0,cortical interneuron,CL:0008031,cortical interneuron
D54Dp18H08,d60bdda9-40e6-4869-ac7b-34a8473ed981,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKB10,efb57499-b10a-4dfe-8fcb-e6c727d943a4,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKC08,9cf37290-a843-4f85-b7b0-5f7bd99304c3,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKC10,70a4c31c-b5c8-4acf-9eb1-14f938226a01,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKD01,1f8227e4-49c6-45c9-9923-1052601f2340,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKD06,1d6b1465-0123-49af-ac42-d21ab1ac8969,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKD11,2dec28eb-d8ac-475f-9cbe-e750db370ff6,cortical interneuron,CL:0008031,cortical interneuron
D54Dn25SKG10,9698dedb-7bae-47b2-a584-71f6a731f655,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKB09,ef95fd58-1d19-437e-9558-653a1b86b576,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC02,c7702d56-93fe-4094-aa6b-29412c969705,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC03,888fccb6-b659-4107-8307-d8e5d550c394,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC05,12b6a727-8299-4444-8a6f-562194038e37,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC06,271cdaa2-04ec-4f8b-8463-5afec556aa84,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKC10,27366840-92a7-4c83-aa35-1d15d615c515,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKD04,b74c862c-5d01-471b-bbdd-a77e983af435,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE04,276d17a2-c906-4687-aada-ebf5585dbc70,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE05,c62d52a8-72c3-4da9-8a45-cddee095390e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE10,cdf55dfa-8906-485f-ba39-1919c8434019,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKE11,9764db84-f93e-4da2-88ca-a6ac440f66bb,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKG03,a5b74696-51f2-4b9c-a779-6b0bac445247,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKG11,f0a4f855-4d4f-40ef-8074-e8a3590ee59e,cortical interneuron,CL:0008031,cortical interneuron
D54Dp29SKH08,72134f5b-b92f-499c-873c-6ebbae162c3f,cortical interneuron,CL:0008031,cortical interneuron
D100Dn20C11,fa325037-c8d2-423e-ad02-ecb95a90c817,cortical interneuron,CL:0008031,cortical interneuron
D100Dn21E11,79d4ef57-621e-4c15-8b6f-de2285cf32ab,cortical interneuron,CL:0008031,cortical interneuron
D100Dn27G10,6d9690d0-c0a4-4f2c-a706-3ff1e40d25da,cortical interneuron,CL:0008031,cortical interneuron
D100Dn27H09,26b45279-8c68-4123-ad5f-97c86b78bb53,cortical interneuron,CL:0008031,cortical interneuron
D100Dp3A08,13e8d867-3b60-456b-a05f-cc27b4e4ef46,cortical interneuron,CL:0008031,cortical interneuron
D100Dp3B10,73525733-0102-4d99-9193-42ed28d839fe,cortical interneuron,CL:0008031,cortical interneuron
D100Dp3B11,27e953dc-78ba-419d-8329-2521f8d0a717,cortical interneuron,CL:0008031,cortical interneuron
D100Dp3C09,199f2bc4-58b4-4342-8dd5-ef18b91a8901,cortical interneuron,CL:0008031,cortical interneuron
D100Dp3F07,b1713f8e-0265-40dd-a378-525dd2a05719,cortical interneuron,CL:0008031,cortical interneuron
D100Dp3G06,254cbd50-396f-4b43-9638-6be4a50d3299,cortical interneuron,CL:0008031,cortical interneuron
D100Dp3H06,420b9727-0e8e-42b2-b835-b055ae47c7c0,cortical interneuron,CL:0008031,cortical interneuron
