cell_suspension.biomaterial_core.biomaterial_id,inferred_cell_type,organism_part,cell_suspension.provenance.document_id
23728_3_253,NA,decidua,0f4bfec8-5e9c-4a92-a0d7-400ee5f20d58
23728_8_51,decidual macrophage (dM1),decidua,513fe846-9597-4137-b5a3-43e1f244bed4
23728_6_300,NA,decidua,e6db7910-dc1d-4233-8270-ba54c565160e
24087_7_312,T cell,decidua,4c55a8c8-b790-493d-b446-a3faf343afe9
24087_6_214,NA,decidua,a50cc37c-012a-402e-9a31-c46d3d01a535
24087_7_80,villous cytotrophoblast (VCT),decidua,0a386f03-7dd4-409c-9336-1412b5b7d519
24087_4_131,T cell,decidua,641ad434-7074-4f12-a9cd-225ad72b8b39
23728_3_352,NA,decidua,48bbff5a-401a-4756-990d-ee1d23243962
23728_3_13,NA,decidua,c14af7a6-668a-4528-bff6-0195909e154a
24087_5_109,T cell,decidua,17b023b4-6269-4335-99bf-0b58e537971a
24087_3_376,glandular epithelial cell (Epi2),decidua,d57e8cbe-6aff-4472-98ab-09f386a6086d
24087_5_247,decidual natural killer cell (dNK2),decidua,ae5a4a9b-f67c-4124-96b0-523ad5dcdb25
24087_3_124,decidual macrophage (dM2),decidua,e71c3468-5299-4157-82cf-dfc47ad844dc
23728_7_304,NA,decidua,0428b185-228a-4ac5-9364-e25e102923f5
24087_3_31,decidual macrophage (dM1),decidua,905d9998-966d-4313-b4fe-d25a75f9367d
23728_5_294,decidual natural killer cell (dNK3),decidua,08e2ad08-de58-435e-b0d3-4018d01402a0
24087_2_185,T cell,decidua,c8dc01ce-00da-45d3-8342-9723a72278f7
24087_2_74,decidual macrophage (dM1),decidua,5afd5f2e-0e5c-4983-933d-0ff3d8ba60b0
24088_8_333,NA,decidua,604b157b-4819-4489-b2a2-b661a622babd
24087_6_117,T cell,decidua,4a6bb685-f95d-4628-8bf7-511c1a539f4a
23728_3_103,decidual macrophage (dM1),decidua,145a3f94-64dd-41fc-a37d-424886dfa46c
24087_1_168,decidual macrophage (dM1),decidua,947c333f-2c5b-442c-822f-5cd8d65c55c1
24087_3_137,T cell,decidua,7c93be4b-df60-4f3e-ae03-3347b424a37e
24087_2_202,decidual perivascular cell (dP1),decidua,673e4009-f669-44fc-baa6-ff8cdc3684a5
23728_8_101,decidual macrophage (dM1),decidua,6df0084c-9fc7-40fc-8ab4-c1b7d82a7f53
23728_5_15,T cell,decidua,0a1eeaa8-cb52-4373-8729-bfaa5c916b33
24087_5_254,NA,decidua,5aabb386-68c2-4b5f-a46b-1f6e40656771
23728_3_375,NA,decidua,832b1fca-472c-4389-8699-2e02287034ec
24088_7_115,T cell,decidua,506a6d02-d92f-4e68-aa59-e879c0173fec
24087_6_177,villous cytotrophoblast (VCT),decidua,d1f129d3-cfce-48d7-b52d-3229075f3de9
23728_7_92,T cell,decidua,6ad70775-5307-4f88-b3f2-af81035e7f4c
23728_4_317,NA,decidua,2d84f50c-b240-4405-ba97-e82f8330b78b
23728_8_207,NA,decidua,a09d5dbe-6fc6-49b7-9fb0-dfe18cd0ac47
24087_1_5,decidual macrophage (dM1),decidua,6a46c1f3-17f9-4683-9ebe-cd16bb852f4d
23728_5_85,NA,decidua,874908e9-ad79-4d41-a12b-56d55a6a2160
24087_6_330,NA,decidua,7863c979-8fd3-4dff-b5be-57f7c3b14c0f
24087_1_320,decidual natural killer cell (dNK3),decidua,25986be6-63a4-4f61-aef6-a982de8631a3
24087_4_176,decidual macrophage (dM1),decidua,34087102-ce0f-48af-9664-b14693d07270
24087_7_376,placental extravillous trophoblast cell (EVT),decidua,f9fe3868-db69-4668-8e92-da306131a69e
24087_5_292,T cell,decidua,9b0c3efd-4e38-4a16-bfc8-8aee2aa789a9
23728_8_48,NA,decidua,c84052ff-bc5c-42f3-9ac2-0e616d17ef72
23728_7_140,T cell,decidua,c8d81c85-419c-466b-873b-524eb361d6cd
24087_6_278,NA,decidua,6d0e4c92-bfa3-48eb-bdb4-e3eaa13c8873
24088_4_343,NA,decidua,c8090c66-3859-4627-a085-74ca703c42a4
23728_6_239,NA,decidua,83b91a44-55d4-4b52-9f74-aa9f74ea4b33
23728_6_285,NA,decidua,59b27052-7aed-4b72-b5ed-e13e6b629d08
24087_1_257,decidual stromal cell (dS3),decidua,b93e1dc1-b60b-4327-a33f-bdd81c2647e6
23728_5_252,NA,decidua,64f8b970-9907-412f-95c2-53b3f96e31ab
23728_7_59,T cell,decidua,cfe8add6-6e95-41f2-bfc3-e058414b78f2
23728_4_89,NA,decidua,5ec11e67-6430-4f66-ba6f-b44e6d948ed0
23728_6_210,NA,decidua,eb3b4864-d065-4d2e-aadd-a799d84ba6b2
23728_5_97,decidual macrophage (dM1),decidua,cc75dffc-dfcc-4417-bb91-b9897c090c04
24087_1_10,decidual macrophage (dM1),decidua,ed4a26a9-11d0-4f7d-b0a9-6c4cf657368e
23728_4_333,T cell,decidua,cf5812a5-68c8-4554-80f4-1d2ecd9e0ee3
24087_7_14,T cell,decidua,6fd10265-212d-4076-9395-896885e3f89f
23728_3_355,NA,decidua,c837074c-ccb7-436a-8f49-6e66f5f41a61
24087_7_160,T cell,decidua,bff25604-9aad-40f7-9f5e-a91afe615beb
24087_3_324,decidual stromal cell (dS2),decidua,a66647f7-7ba6-4557-bc25-a3bd6909f3d7
24087_8_70,T cell,decidua,b24882ac-6651-4fac-8fa1-2d04724d8912
23728_4_339,T cell,decidua,7fc3ba3c-624d-424f-9dcc-5c565d783bb9
24087_7_132,T cell,decidua,93c1edab-f5c2-493a-a890-d98e19b9653f
24087_7_104,decidual natural killer cell (dNK1),decidua,6e06191d-aec4-40f2-9d68-24c823669dbf
24087_6_275,NA,decidua,fa332369-3b4d-4097-874b-48c80982531d
24087_2_356,NA,decidua,e08c0f7c-1093-4527-9cfa-f648a68ff7e6
24087_5_172,decidual natural killer cell (dNK1),decidua,1ab1af5e-00ca-455f-9e52-461563dd0b51
23728_6_361,NA,decidua,a72f419d-8411-4cd8-b5c9-48407682f82e
23728_5_151,decidual macrophage (dM2),decidua,e5854810-4162-4049-8c74-1ec04fcf26b2
23728_4_33,villous cytotrophoblast (VCT),decidua,b9483e16-21e8-4acc-88a7-6f61635387b9
24088_8_25,decidual macrophage (dM2),decidua,d16949a3-e446-4eb7-a922-ba5abe0888c8
23728_4_108,T cell,decidua,8fe2a591-0812-4e8b-964f-29c3f2d0b825
23728_8_284,NA,decidua,20db1f61-b1d4-45f4-bbfc-dc1a8231b8bb
23728_8_353,NA,decidua,098a4520-5b19-4fdc-9b5d-a58863051449
23728_3_23,NA,decidua,dafa0ccd-a0c1-4738-a188-8dc4ab4e9202
24087_6_320,CD16-positive natural killer cell (NK CD16+),decidua,6a50dd8c-46a5-4a2e-a2c8-dc54246a8f93
24087_3_261,NA,decidua,49cd97b2-6482-4173-b24e-09fd93fd2666
24087_2_159,NA,decidua,9148b920-4dd1-483f-bd4f-9a21c4e587aa
24087_6_219,T cell,decidua,c27bf605-898d-4a63-a40f-b7813f90973c
23728_7_255,NA,decidua,03e6a8e8-6219-4c93-9e57-350fd3c250bc
24087_5_178,NA,decidua,1297838a-89f3-40f0-9789-58e30c0a8019
23728_8_87,T cell,decidua,47c87a5d-bfc1-4612-a444-a9284a5bfc8a
24087_7_279,NA,decidua,6773eddd-5d82-488f-a25c-653ce20a92e9
23728_8_377,NA,decidua,3cc206f5-ef03-4920-a606-f3f75b0bda96
24087_4_273,decidual stromal cell (dS2),decidua,746aa188-301a-41ab-bb0d-f6e0971c1741
24088_4_327,decidual stromal cell (dS2),decidua,bd20d425-ff9c-4a4a-812b-3c542c09c770
24088_7_364,NA,decidua,e0057349-ea80-469d-a7a8-9efd7e2e0d7b
23728_3_230,decidual stromal cell (dS1),decidua,e4a840e7-eb5d-4c30-bcf0-45f5bc18e991
23728_3_312,NA,decidua,1eb5ef84-3f6b-4faa-8cc0-c4a990c1292e
23728_3_277,maternal endothelial cell (Endo m),decidua,f53f8cb8-2df9-44a8-a89b-1a240e59ec41
23728_3_108,T cell,decidua,485f8b4d-3f73-41a0-a42c-d7e2967f3094
24087_8_225,NA,decidua,f045dbec-f1cd-45f6-be8c-19bf4f6d75a6
23728_3_232,decidual stromal cell (dS1),decidua,736703d2-7fc8-4d83-9cfa-90d240fd951e
24088_8_87,T cell,decidua,57600c06-6efc-4ca7-b645-99f9832cacde
24087_6_343,NA,decidua,9afbc1ce-6fae-4b7b-b9af-6e34ab7b6f02
24087_8_271,decidual natural killer cell (dNK3),decidua,1ec775f4-7e65-4b0a-81c0-05abc44b1e03
24087_1_248,decidual natural killer cell (dNK2),decidua,41a5fac6-f404-4d02-9211-ee76db7fee34
23728_6_208,NA,decidua,70b6d4fa-b3bd-409c-baef-9c93a20b2da7
23728_8_176,NA,decidua,0399b27a-2367-4af3-aa56-2ef2e58f224d
24087_1_37,T cell,decidua,ad748c3a-91b3-4108-83a8-8b9caaee899d
23728_3_305,decidual stromal cell (dS1),decidua,0536732e-7eae-4caf-8222-4ab561c7696d
23728_7_152,decidual macrophage (dM1),decidua,a283f80c-3bf1-4a63-8661-eff221ebbe59
23728_5_134,T cell,decidua,de929328-3ead-4637-ab40-51682e11dd9b
23728_8_192,NA,decidua,12629ee8-687e-4b77-b9ef-87a9b27f547e
23728_3_1,villous cytotrophoblast (VCT),decidua,f7b9d5d6-9cb4-4971-9320-7b2708186a54
24087_8_9,decidual macrophage (dM2),decidua,e67f5fb0-f90a-4f75-b916-7202e6def6f3
24087_5_55,decidual macrophage (dM2),decidua,40aca27e-17fe-4331-90e8-1d8c7d50dda6
23728_6_233,NA,decidua,e9ffe845-2fea-4855-99f1-55e04cad790e
23728_6_200,decidual natural killer cell (dNK1),decidua,11c0c8e2-5fee-4406-91ff-d978bf4e9189
24088_4_247,fetal fibroblast (fFB1),decidua,31584275-d130-4386-a557-2be637555fe6
24087_1_261,NA,decidua,b54f12fa-d4a6-471d-b248-821c92b76032
24087_3_126,decidual macrophage (dM1),decidua,0a62ee34-177d-49c6-8c44-7c5a631d8075
23728_6_196,decidual natural killer cell (dNK2),decidua,9106cdda-2040-4374-9aa2-a69d69287bac
24088_7_280,NA,decidua,210d63e2-aa0c-47f5-9379-30624be2cf9b
23728_4_211,NA,decidua,41560a00-2a27-4b1a-b939-4d660807e05e
24088_8_13,villous cytotrophoblast (VCT),decidua,477e09fb-53bb-4325-8b1a-d6c02505a20d
24087_7_113,T cell,decidua,3a200657-2886-47d2-82fc-e1f5038310c3
24088_4_308,NA,decidua,6a78bbd6-beef-41d7-998a-0541679477af
23728_5_341,NA,decidua,fac8f857-616f-4601-9601-317a80891310
24087_3_247,villous cytotrophoblast (VCT),decidua,9d6ec23b-57f9-409d-ab93-76c6b14d35d6
24087_8_314,decidual natural killer cell (dNK3),decidua,f845a102-7b6f-42b6-81c3-7386e7da82ff
24088_4_203,placental extravillous trophoblast cell (EVT),decidua,d11ca5d8-eb67-431d-a411-37f0d1225b0a
24087_8_327,NA,decidua,cfbbc3b8-73b2-419d-b176-c9ca8dffcefc
24088_8_273,NA,decidua,45d47eaa-7469-4ccf-90c5-9a072fb0cd95
24087_3_158,T cell,decidua,eae0f4c1-ae8a-4c24-97f4-04d518c87a68
23728_4_365,NA,decidua,736ceceb-1f1f-47c7-a497-9ccbecdc8724
23728_4_67,decidual natural killer cell (dNK3),decidua,5867a165-7f7c-4b17-a48d-ce15fbd0bfc0
24087_6_51,decidual macrophage (dM2),decidua,e0af94a5-31cb-4b27-850c-2826557363e6
24087_3_222,NA,decidua,599709c3-4277-4b87-bce3-de0c33de5dc2
24087_1_166,T cell,decidua,4d1b6d83-32ca-4446-9156-291e2cb2de23
23728_4_304,decidual stromal cell (dS1),decidua,f44cf45b-7b52-4db6-b83b-b91e670efc45
23728_3_19,T cell,decidua,835e13d9-233e-4999-867c-127205d58616
23728_8_36,T cell,decidua,4ce2bf38-dd70-44e3-a750-bf13c63929f0
24087_6_211,NA,decidua,03dd78f8-e763-4a1e-9e6f-d735b889de7d
24087_3_179,CD16-positive natural killer cell (NK CD16+),decidua,c20cb472-0bbc-4db8-92e4-3de2a5cedf91
24087_1_181,decidual natural killer cell (dNK2),decidua,04acafc5-806d-43b4-a770-8ebbf163f988
23728_4_94,NA,decidua,bf090175-43da-402c-b1c9-07049c507a1b
24087_8_3,decidual natural killer cell (dNK1),decidua,e851eb07-9505-475b-a647-07e8e4ddafcb
24087_4_312,NA,decidua,9eb479fb-de72-4621-a602-ffd29d739bdd
24087_4_127,decidual macrophage (dM1),decidua,5584c42c-b8df-4320-b0c3-10ed1867e7cd
24087_8_58,decidual macrophage (dM2),decidua,1d362f4f-ec3c-4867-8e37-b3b66fdcea1d
24087_8_221,decidual natural killer cell (dNK3),decidua,3edf766b-a89e-43f5-ae6b-04cc751a84bd
23728_4_281,NA,decidua,53da1e35-3e7c-4670-9727-65e3846e8325
24087_1_178,decidual macrophage (dM1),decidua,2e06c429-01be-43d3-8e38-cd7eda4bda67
24088_7_271,decidual natural killer cell (dNK2),decidua,7b1e4ea1-33d0-4321-bc60-7330c3bbac24
24088_8_360,decidual macrophage (dM2),decidua,2eaf236f-3a58-414a-a6bb-1f3682f7c7a4
24087_6_240,NA,decidua,6d3b2ecf-4031-4a80-8b18-8e4306a187a4
24087_1_297,maternal endothelial cell (Endo m),decidua,fefdf3af-fba0-4860-bd3c-36a9b93b3ca3
24087_1_157,T cell,decidua,3837bdcb-3144-4604-bb09-b6a17b580895
24088_8_318,decidual natural killer cell (dNK2),decidua,e7b51b3c-aae8-4066-bd3e-6fec64b37276
23728_3_160,NA,decidua,fe8f0cc3-f6be-4fcc-94a9-a75416652c6e
24087_7_276,NA,decidua,3974cf65-138d-429c-9e53-7f722dd062d7
23728_7_288,NA,decidua,b7dcac8e-95b7-4883-beca-239447834613
23728_7_169,NA,decidua,102eb28d-8555-4ca0-8d60-d5607c2ca275
24088_7_159,villous cytotrophoblast (VCT),decidua,222f1c0e-6087-4866-8487-ef8b7e17ce3f
24087_5_265,NA,decidua,abc76163-b98e-4a22-be67-73aa2b7da9fc
24088_8_145,decidual macrophage (dM2),decidua,90a4b5ae-5edb-49f2-88e0-de0400d477f2
24087_4_186,decidual natural killer cell (dNK3),decidua,a174a260-00f0-425f-ab74-826024881415
24087_2_139,T cell,decidua,c04d88a7-7b70-4a67-b37a-539ff60fc9dc
24088_8_187,T cell,decidua,61ef9eac-587e-4edd-9628-6b9bf601adf3
24087_1_154,conventional dendritic cell (DC1),decidua,d8910231-8fd2-4a3c-8a46-8ed807952b88
23728_7_349,NA,decidua,5ae6d5bc-9570-483c-b34f-ba996be518ee
24087_7_278,NA,decidua,2bc7d003-98b6-425b-9254-95c180cf5dee
24087_4_314,decidual natural killer cell (dNK2),decidua,37a8eed0-f33f-403e-b2ef-a226ec5b1b53
24087_7_334,NA,decidua,1058d9b3-8861-4503-b1fb-67151e60fcd6
23728_7_216,decidual natural killer cell (dNK2),decidua,18d29077-ca89-40cd-8ea4-80aa0aebe8e6
23728_5_354,NA,decidua,4d77a365-7213-40b1-a080-576efee6f810
23728_6_298,NA,decidua,ee83c5a0-6ac8-4df1-afee-c84a37dc3b08
23728_6_216,decidual natural killer cell (dNK2),decidua,0478d54b-3604-4f81-95b2-eefd70c669c0
24088_4_252,placental extravillous trophoblast cell (EVT),decidua,96273f32-d4ef-4652-b063-32cb7da1d05c
23728_5_90,T cell,decidua,315f3e5f-5f83-4a15-a2b6-9813c3b74de9
24088_7_309,decidual natural killer cell (dNK3),decidua,caa4fc00-f569-4f89-953a-cdba6afc6580
24087_8_26,decidual macrophage (dM2),decidua,45f31a0b-531a-42a3-ad50-56d2978afac0
24088_8_340,granulocyte,decidua,7386b1c5-2609-4f61-9fd1-de2af71c42fc
23728_7_101,decidual macrophage (dM1),decidua,3c302e5b-8f80-45c5-a272-f2457d120e10
24087_7_362,decidual natural killer cell (dNK1),decidua,52ff06d8-0134-43c2-8e2b-b7398b09d713
24087_4_249,maternal endothelial cell (Endo m),decidua,7138c19e-db78-4040-b6c7-852fca1d2b82
24087_7_13,T cell,decidua,4490a777-150c-458f-9191-6aa10079e555
23728_5_359,NA,decidua,cbba4c18-b818-4e2c-8758-0653502ccf86
23728_7_297,NA,decidua,c98dadcb-5b57-489a-b41b-a0120d3aa493
24087_8_355,syncytiotrophoblast cell (SCT),decidua,57c7eff2-1b8d-4f05-a908-3fcae500a9e8
23728_4_274,NA,decidua,3e83eb29-defd-4d98-8bc2-85cee4a26a21
23728_3_161,T cell,decidua,a84ce930-e915-4e06-a89e-c40cfd6e5419
24087_5_209,NA,decidua,78487bed-45d1-4992-9fc5-a7700ba6d7a7
24087_2_187,decidual natural killer cell (dNK3),decidua,1d988376-78ea-4c29-bcb8-b3c65e50d7b8
23728_7_66,T cell,decidua,1a6b132e-ac84-4b1e-82f6-e2f0f673e0e2
23728_3_341,decidual macrophage (dM2),decidua,2ab5806e-ced7-481e-b726-4f1a3cd49f72
23728_8_198,decidual natural killer cell (dNK1),decidua,68b00978-0b1d-4b7a-98ec-6d285a413124
24088_7_277,NA,decidua,12089ecd-deb6-40ea-aa7d-caad95a2fc8d
24087_1_131,T cell,decidua,f9b72691-ed94-43a7-82d9-211bc03070b3
24087_5_364,NA,decidua,a75340b5-be42-48bc-80c4-da66e374dc5f
23728_8_225,NA,decidua,1981b679-c1cc-4153-a22c-b3f98c1a87c6
24087_6_116,T cell,decidua,c18ad7a7-c500-4921-adda-930534ae096b
24087_5_196,decidual natural killer cell (dNK1),decidua,350fd008-e35b-44a4-93ce-6d4f8be5e6f0
24087_5_221,decidual natural killer cell (dNK1),decidua,7a81a501-22a3-452c-8dca-ad7c71d0348b
23728_7_129,NA,decidua,92b616c5-0aa6-4dc9-9b78-b5cf5af75af4
24088_8_258,NA,decidua,0e54ffc4-dcde-43a6-bf3d-66bdf8e33382
24087_4_378,fetal endothelial cell (Endo f),decidua,4bf5da0b-7a2a-4578-a289-ad969bab53e6
24088_8_147,T cell,decidua,d2693f55-e945-4ec0-b2ee-019a816476ee
24087_7_22,T cell,decidua,5c5c5e60-070b-4c21-b9cd-737bc4732367
23728_8_285,proliferating decidual natural killer cell (dNK p),decidua,ab42cf55-6716-4c9d-a728-9a822aa6d4c0
23728_6_28,decidual macrophage (dM1),decidua,82cbafdf-e5ed-4d28-bbb0-7ace7514d96c
24087_1_107,T cell,decidua,56f17f43-a74f-4b13-9fd8-47df8904a9e4
23728_4_215,villous cytotrophoblast (VCT),decidua,de35a219-a46a-45a6-86aa-a4ec379a4727
23728_7_56,decidual macrophage (dM1),decidua,d42ff515-0bd4-450f-bd22-1339f311d26a
24087_5_35,T cell,decidua,a7f28225-f609-4169-bdb6-df09551a2e3e
24087_6_263,NA,decidua,27ac5941-6535-46fd-ba28-a0fbfe2fc75d
23728_3_79,decidual macrophage (dM1),decidua,953d0c39-5f2d-49dc-983f-e1ed5d586f21
23728_5_287,innate lymphoid cell (ILC3),decidua,ed8c04c4-82b4-47fb-a5d9-641a7ba1dd30
24087_2_206,glandular epithelial cell (Epi2),decidua,b7739b73-64ca-483b-bc05-b0ff47b61575
23728_5_222,decidual natural killer cell (dNK1),decidua,bc3b1faf-4094-44cd-b29f-2a24591e2ba2
23728_6_284,decidual stromal cell (dS2),decidua,59a04b6c-16b1-48f7-87fa-5a2ad5994625
24087_7_372,placental extravillous trophoblast cell (EVT),decidua,c9d607d9-b96e-4f77-9ba9-aee2c6b66c17
23728_6_160,NA,decidua,0412fa44-f575-4931-b02f-9f20830cc119
23728_5_283,NA,decidua,bd01aa7a-69a5-413d-9996-6657a8a400f9
24087_3_331,decidual stromal cell (dS1),decidua,b0111ca5-46e2-48bb-8b13-6cd27df92a05
24087_8_63,villous cytotrophoblast (VCT),decidua,62a336c1-f9e0-46a6-8c13-8c98a62cf635
24087_7_328,fetal fibroblast (fFB1),decidua,aa28a241-f5d8-4746-ae96-84b37904648c
23728_7_179,NA,decidua,43787169-c347-465a-9cb4-6cd407cbb38e
24087_1_139,T cell,decidua,00fdd5cd-d30e-4c62-891c-53c6996a54db
24087_5_91,T cell,decidua,8c2f5f99-7ecc-4ce9-9163-d8cd10bc5ac4
24088_7_332,NA,decidua,585e1aba-95e6-4859-8407-3ecc013c1373
23728_6_41,T cell,decidua,238608f7-e1ee-493c-8f5d-c93db39f6827
24087_2_341,conventional dendritic cell (DC1),decidua,c35cc95c-d450-462d-b6fc-900e4f670626
24087_8_336,conventional dendritic cell (DC1),decidua,9c3cc6e4-c8ad-44f7-9e8d-8ca288d2bf1b
24087_6_268,NA,decidua,ee3a0bec-0984-411b-a997-b8116584812f
24087_8_204,NA,decidua,3d2c59e9-3c78-4304-8f9e-e1505dffd43c
24088_7_41,T cell,decidua,138fd85a-5fdc-438a-bdc7-02b39c941719
23728_6_364,NA,decidua,38f17b20-9694-414d-b729-b1584380f526
23728_7_282,NA,decidua,65b60e41-d07f-4e6b-911a-a5821fb209ef
24088_8_180,NA,decidua,cdf9bebb-bec6-4fe2-839a-a23282b6ae27
24088_4_320,decidual perivascular cell (dP1),decidua,9c8d9e44-e583-41cb-b573-50af9e831c2c
23728_3_169,villous cytotrophoblast (VCT),decidua,69e408cb-f6e5-4142-b239-46f2cce76ba6
24087_7_320,T cell,decidua,f58e325e-6cca-4345-90f0-0c2985c5f1c2
24088_4_354,placental extravillous trophoblast cell (EVT),decidua,adc97dd1-3ee6-4e78-8fb6-8596b7f6dc96
24087_1_57,decidual macrophage (dM1),decidua,c1c30bec-ed9f-4dbb-9140-35e66092394e
24087_1_222,NA,decidua,4e1f1757-a035-4684-84b7-30d4f33747f5
24088_8_119,NA,decidua,ec3b4b0e-c403-458d-9ff1-c26120e533a0
24087_3_329,decidual stromal cell (dS2),decidua,2a564f52-15ed-424b-967a-6905ca1e4aae
24088_8_20,T cell,decidua,5bd6c3af-f587-42ec-97dc-7dbe8a37b2c9
23728_4_104,decidual macrophage (dM2),decidua,ec961139-b6e3-4ded-b654-f49efbeed7ad
23728_8_348,NA,decidua,eed5e253-a30e-47dd-bd75-30ea07cda262
23728_4_194,NA,decidua,321bcc10-4b22-4e32-9a17-477b58646632
23728_5_76,villous cytotrophoblast (VCT),decidua,5b2582b8-835c-40bd-b49a-ddce79ae071c
23728_5_239,NA,decidua,c4286876-42cc-48cd-81c8-dcfc83e9619a
23728_3_91,T cell,decidua,1e1d9494-fa4d-4db2-a518-6963163f9e92
24087_8_353,placental extravillous trophoblast cell (EVT),decidua,6d9eec4e-da3c-4e2d-aef3-5f280c2c22ca
24087_3_34,decidual macrophage (dM1),decidua,5e6cb8d8-d9cb-4146-b1c5-f2c6cedfd6e1
23728_7_94,T cell,decidua,be9aaa80-7d37-47ed-aff1-99561add371c
23728_5_179,T cell,decidua,2ecbdbe7-076c-4357-983a-192c757f9a5a
24088_8_26,decidual macrophage (dM2),decidua,830f49b5-d4c8-4654-9acc-11585e808029
24088_4_243,decidual perivascular cell (dP2),decidua,624405c2-1bb7-4361-8598-760027e9e422
23728_3_118,NA,decidua,e9df5529-f7b9-47c3-8b99-5acb86b36d90
24088_7_228,NA,decidua,0d9d672c-771f-4b81-9bb0-db8f72f5586b
24087_3_187,T cell,decidua,205c949c-c65e-4115-96f4-25e37edaac4e
23728_4_13,T cell,decidua,a040d382-f378-4179-af6e-ab18bcfaea2e
24087_1_283,glandular epithelial cell (Epi2),decidua,da7b8b2c-6dde-444c-ba85-dca14ab9697d
24088_8_379,NA,decidua,41f70eef-c93a-4ddf-8091-11a3e5c115b9
24087_5_339,NA,decidua,d23370f3-79b4-4fbe-a968-a4e3e570955a
24087_4_144,decidual macrophage (dM1),decidua,4449cb21-1d20-4f41-a294-dd45c5ce8dc3
24087_1_130,decidual macrophage (dM1),decidua,a6d4d65a-1140-4b06-90a7-7c3a6d39aac6
24087_1_149,villous cytotrophoblast (VCT),decidua,ab12c9cc-e25c-4959-8949-3de7243bac72
23728_7_253,NA,decidua,26d234d7-2e07-4a8a-82ce-ab975dd8f4f2
24087_3_274,glandular epithelial cell (Epi1),decidua,bf5100f5-46f1-4862-a765-bebab273adcd
23728_4_109,T cell,decidua,b3c63544-544c-4eed-b321-5002cbd64a53
23728_8_299,NA,decidua,f997ea15-85d7-47e7-b9b3-6a6ffd6ae822
24087_3_141,T cell,decidua,b0f6bc25-23ea-469d-8a46-bd607ccb24ae
23728_4_70,T cell,decidua,d098b4cf-c821-4466-a1b5-839419993a0d
24087_3_44,T cell,decidua,5723686e-a02b-4205-8b33-88771889c3fd
24087_6_148,NA,decidua,ad7dd2e9-0847-4809-853d-54835304ba1f
24088_7_282,NA,decidua,0b6e5a66-c7c1-4c0d-93a7-5700dc4b76af
24087_2_105,decidual macrophage (dM1),decidua,ae1cadbd-3f20-4324-8be3-56eea08bee58
24087_7_202,NA,decidua,df5464ca-04e6-4442-be74-b061adcf519b
24087_7_6,Hofbauer cell (HB),decidua,9aff9892-a1d2-432f-be59-c310c2e8aeb8
23728_3_368,NA,decidua,bb01d81b-b455-4054-9f42-f5b7ff8acb69
24088_4_330,NA,decidua,47b35f52-f606-4bec-8f93-7391cb2795ae
24088_7_22,NA,decidua,11f586a7-fb5d-4eaa-ae32-7c7e1b19cb85
24087_5_348,placental extravillous trophoblast cell (EVT),decidua,cab3110e-5f86-451c-ba87-9e80edcff93b
24088_4_287,NA,decidua,6cacf0a4-a85e-48aa-a430-74085ab0f1a9
23728_5_369,NA,decidua,0afa9209-b172-4c3d-a87c-71cc5d7c7b7f
23728_3_172,NA,decidua,68afcec3-09f3-4e52-8bab-7aa2f51d681f
23728_8_193,decidual natural killer cell (dNK2),decidua,c587b65a-6d9d-4782-89b0-ca7979d9f696
24087_4_44,T cell,decidua,cf4b0184-dddd-47bd-b0b7-10b7324d6673
24087_8_232,NA,decidua,d7e695f7-0c96-45f2-b450-057b170ebb79
23728_6_348,NA,decidua,84341d7a-5c55-49fb-9879-728dd001489f
23728_8_350,NA,decidua,4890a142-5b68-4423-a2a1-27799b2d53f6
24087_8_98,decidual macrophage (dM2),decidua,2b095f04-5367-46c7-94ed-e9388c06cea6
24087_6_147,decidual macrophage (dM2),decidua,883e6212-b041-4a1c-a51b-de6f829d95be
23728_7_290,NA,decidua,6de78857-7eee-4021-aa98-763900bd6947
24087_3_130,decidual macrophage (dM1),decidua,b89a9b68-f25c-465e-ac4c-e03f0dd7d7e5
24087_2_242,NA,decidua,25f56c6a-e5fa-4580-81bc-d2547e31e05a
24087_7_249,NA,decidua,06100dee-dd1a-48cd-9c74-f7c92d3d16aa
24087_4_120,decidual macrophage (dM2),decidua,6da78791-5e93-43b8-81d9-5a9e4df60a2d
24087_7_331,NA,decidua,06adeeaf-8a8c-43e7-8657-4fc70b588e95
24087_6_315,CD16-negative natural killer cell (NK CD16-),decidua,3169f3e4-8a6f-4f1d-8d3d-178c04ba43e7
24087_3_76,decidual macrophage (dM1),decidua,c8643900-0894-4d9f-a541-882fa7b96426
23728_8_356,NA,decidua,f3cea16c-623a-4297-9522-9086b57b8b37
24087_1_28,decidual macrophage (dM1),decidua,94a2db71-d8bc-4ba1-879c-739128525603
23728_7_26,Hofbauer cell (HB),decidua,77523605-d84b-4812-b47a-7550665bdeda
23728_5_145,NA,decidua,060e9697-15e7-4c8d-a9c5-e8b5827b51e9
23728_6_21,T cell,decidua,2a352bf3-de1f-45b0-a50b-d6057f5c24ab
24087_3_149,decidual macrophage (dM2),decidua,289b9879-2bab-40b7-bc22-f7522ecad9b7
23728_8_302,NA,decidua,43db199a-421f-451e-9dec-5f6fbb6fff39
24087_4_246,decidual natural killer cell (dNK2),decidua,d7d6e5bd-a882-46b1-ac49-f7304a4f1604
23728_8_119,decidual macrophage (dM2),decidua,05f33551-1a28-4cf1-8c78-da2c531a6e8d
