cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
24088_4_179,c67343c9-3c2d-4c1c-895b-41a6a485cd3e,T cell,CL:0000084,T cell
24088_6_21,76cee8bc-c93c-4520-b092-f2191856299f,monocyte,CL:0000576,monocyte
24088_6_91,97720586-3026-4aa8-8a91-86030dedb14e,monocyte,CL:0000576,monocyte
24088_6_128,ce9b2318-c706-4376-a059-fc044c4c4648,T cell,CL:0000084,T cell
24088_5_39,8475aabf-b106-45ac-bf1d-80fb51a423c0,T cell,CL:0000084,T cell
24088_4_44,f7fda8a2-effa-4e37-9811-89024ed57522,T cell,CL:0000084,T cell
24088_4_15,1c2eca2b-1414-4edb-a3cf-edef0d5dfd28,T cell,CL:0000084,T cell
24088_5_220,df77d942-7c73-4445-a18f-e442835c7f82,monocyte,CL:0000576,monocyte
24088_6_325,74f0a814-62d9-41a6-901f-dda0f6c4545a,monocyte,CL:0000576,monocyte
24088_5_2,e513ef9b-ab17-4c6a-9141-d23e53107e97,T cell,CL:0000084,T cell
24088_4_9,47604c22-4e8a-42e9-8322-03f920b9a4e4,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_253,ed46640d-dcce-4f2a-8afa-a8303134db07,monocyte,CL:0000576,monocyte
24088_5_15,d1e49810-f3cf-4779-97df-9c0a2c2a44a8,T cell,CL:0000084,T cell
24088_3_191,3166ada9-07cc-47b7-a6c4-64a5782df111,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_74,b2519ae6-597a-409b-9ed8-c2eaa193a2e3,T cell,CL:0000084,T cell
24088_3_88,1073dfee-3aeb-4e85-adca-b50e5334e6dc,monocyte,CL:0000576,monocyte
24088_5_232,ec824840-f6c4-4675-b9d4-3ecdc31ee5ba,T cell,CL:0000084,T cell
24088_6_77,2dc1172e-e6b1-4da7-bb8c-63aec43f9c37,T cell,CL:0000084,T cell
24088_3_52,06f654d5-67c6-4182-a9bf-3dcaa46e4ef3,T cell,CL:0000084,T cell
24088_6_362,3b3d8a87-14f0-414f-b333-13d908c91725,T cell,CL:0000084,T cell
24088_3_180,b883d042-0cee-4bbc-96ce-4f6673f55bfb,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_5_378,96f55c83-8652-4524-9f51-d7e7223eeab8,T cell,CL:0000084,T cell
24088_4_133,5a5a5a7c-a7ad-4b94-9f72-28e9251cad3d,T cell,CL:0000084,T cell
24088_5_322,93a8a8aa-815a-4b7e-9f83-645c11e265eb,NA,NA,NA
24088_4_162,a844b8b3-ede2-4bf7-b82b-cbf8ee7803c5,T cell,CL:0000084,T cell
24088_6_62,0f32be8c-93f3-4af1-86f7-dbea4ec8657b,monocyte,CL:0000576,monocyte
24088_4_135,63eea798-6228-44d6-8865-bc9403d9dbb6,T cell,CL:0000084,T cell
24088_3_164,a8f20b5d-4f56-4785-a5db-4485eee659ba,monocyte,CL:0000576,monocyte
24088_6_108,c856396a-b15f-4676-b783-37ab16afe681,monocyte,CL:0000576,monocyte
24088_3_128,a4f4dad9-60fd-4cad-ab28-834d7d758b31,T cell,CL:0000084,T cell
24088_6_306,43cd9d4d-1a40-4586-9503-cf4d76962517,monocyte,CL:0000576,monocyte
24088_6_293,c8f7c55f-e749-4c98-93d6-c645b714f540,T cell,CL:0000084,T cell
24088_6_42,21aebde0-108a-415e-8ec8-8da906424306,monocyte,CL:0000576,monocyte
24088_4_186,99f7f8e6-c8d6-4fb0-8409-8787a0b083ae,T cell,CL:0000084,T cell
24088_5_190,7f01cd83-bdcd-4d3c-a30b-704f5415fb81,T cell,CL:0000084,T cell
24088_5_137,1cd8cc4a-c9c0-406b-82d0-8487a03f8460,T cell,CL:0000084,T cell
24088_6_37,10856df9-e034-47a4-b0b9-fc1d7b2c2a65,monocyte,CL:0000576,monocyte
24088_4_117,3d4b2dee-7c8c-4b6d-af6a-6790bdf9a108,T cell,CL:0000084,T cell
24088_5_292,ccb072ee-7077-44c1-8778-d7c1ccbce295,monocyte,CL:0000576,monocyte
24088_3_161,5ef8b634-78ef-4af5-b688-570ebceabb83,T cell,CL:0000084,T cell
24088_5_87,78c03847-a5b3-488c-b00c-4c3d5f758aa6,T cell,CL:0000084,T cell
24088_5_12,0a9f619a-87c6-4653-94b5-f4a84b71aee5,T cell,CL:0000084,T cell
24088_3_193,84b271e8-5b74-4844-b8ae-b94a378cccbd,T cell,CL:0000084,T cell
24088_6_86,8468f1ff-3c72-4abd-b7b7-740adf79071a,monocyte,CL:0000576,monocyte
24088_6_200,1f44c2ab-901a-46ff-be5c-6a1e2dd20af2,T cell,CL:0000084,T cell
24088_3_278,d5f9b816-259c-461a-8fc7-1a73a6805931,T cell,CL:0000084,T cell
24088_3_251,300d2661-0f55-4acc-8438-864f624ed1cf,T cell,CL:0000084,T cell
24088_3_372,164e5a6f-0d5f-4cec-94c4-7265b638688e,T cell,CL:0000084,T cell
24088_3_242,a2160bc2-3b66-4eae-a96a-17fc7254a798,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_68,22213a4d-9504-498c-9790-03b393322ed9,monocyte,CL:0000576,monocyte
24088_6_313,9ebad67d-6b10-420a-acd9-ede339b68996,T cell,CL:0000084,T cell
24088_3_366,c82c7557-e486-4cc8-ae90-73c449f11914,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_269,14b872d5-23d0-4970-8e06-e14d4f670b04,monocyte,CL:0000576,monocyte
24088_4_23,e2ad260c-de02-45f8-9745-0f14cf7599ec,T cell,CL:0000084,T cell
24088_3_138,c0d8e354-40e9-4878-b573-23d8287bd694,monocyte,CL:0000576,monocyte
24088_5_329,246f5190-e52d-4381-b769-08fc2e725cca,T cell,CL:0000084,T cell
24088_3_329,9169b8ea-bf7d-490f-857b-45785f338c92,T cell,CL:0000084,T cell
24088_3_258,6353d31e-b243-4c30-ac68-ae697bab488e,NA,NA,NA
24088_6_188,7c9739da-8f6a-489d-bfd0-8da5b73bee64,monocyte,CL:0000576,monocyte
24088_6_80,0167e12c-c45d-4f15-b7d7-bad8b77ceb2d,monocyte,CL:0000576,monocyte
24088_4_138,625ad1af-7af2-4ad7-82a9-efc2ce2b43a5,T cell,CL:0000084,T cell
24088_6_140,d151101f-287c-46c3-aea5-a9deffee491b,monocyte,CL:0000576,monocyte
24088_6_311,0da9a6af-6cff-404e-93ed-d3ea50f2682e,T cell,CL:0000084,T cell
24088_5_327,886ccdce-90f0-44b7-8c37-1ff66376e9cf,T cell,CL:0000084,T cell
24088_3_160,6fd1a7b6-cde0-4f0f-9f4d-912c6961b983,plasma cell,CL:0000786,plasma cell
24088_3_183,41ab6e66-449c-43df-b2d1-ddd7bdbac368,T cell,CL:0000084,T cell
24088_4_177,99823020-90b1-4661-b14d-160f5e436e95,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_6_11,1a3e7881-de3d-46f8-8304-0e0ab90591bf,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_284,7e1a2465-4750-4067-b1d1-0fcd9dda6c34,T cell,CL:0000084,T cell
24088_3_92,3ab22266-845d-4c00-ba78-dd0f2a63c5b6,monocyte,CL:0000576,monocyte
24088_6_1,12487a46-8ec7-488e-9eea-14d44a6b0b7d,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_4_41,7076314f-3163-4952-8dd1-96641bb5be06,T cell,CL:0000084,T cell
24088_6_76,3b92a5ff-95f6-4380-b650-d9e277fbea76,T cell,CL:0000084,T cell
24088_6_79,851291cb-fd5a-4f2e-aef4-46be055114de,decidual natural killer cell type 2,CL:0002343,decidual natural killer cell
24088_6_218,be6507fd-2450-4e8e-841d-3a2866ca8744,T cell,CL:0000084,T cell
24088_3_1,c63c5292-1623-4743-a71f-34c47b538dce,T cell,CL:0000084,T cell
24088_6_337,c310497f-9557-40d5-83b8-3e04f501020a,T cell,CL:0000084,T cell
24088_5_222,c9696976-d068-49c4-8984-5a64d042f162,monocyte,CL:0000576,monocyte
24088_6_74,0cfaf28f-0ad5-48e1-852a-31e8ff70e526,monocyte,CL:0000576,monocyte
24088_3_267,24b96d52-0b58-4900-8de1-bf7edbdc1cd2,monocyte,CL:0000576,monocyte
24088_6_171,95954c40-eb02-40d2-91b8-ae036a972d1c,T cell,CL:0000084,T cell
24088_3_175,7beb49b0-2291-4be2-ae76-c274a7a7ebd3,T cell,CL:0000084,T cell
24088_6_249,f7126367-c9ed-4358-bc85-81f6f703c647,monocyte,CL:0000576,monocyte
24088_3_200,389e52f7-653f-4769-9c58-2a15c5182e31,T cell,CL:0000084,T cell
24088_5_350,62a0b12f-fc0a-46c9-bc94-afd0d6db8a8c,T cell,CL:0000084,T cell
24088_3_76,320b37cb-1340-4647-b612-3dc57ae14b58,NA,NA,NA
24088_3_323,eedcba1f-1d1e-4041-83bf-80d5560d0df2,T cell,CL:0000084,T cell
24088_6_31,5a843eb4-524f-4f8f-b70d-4eb2198a2650,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_4_69,3815dc31-9d2a-4d5e-99aa-6399ca66be24,T cell,CL:0000084,T cell
24088_6_210,f01b7662-6989-4cb4-868c-d5cf83c2a032,monocyte,CL:0000576,monocyte
24088_5_110,217c9673-28ef-41c8-8903-b004212c4d40,NA,NA,NA
24088_4_126,dbc7d8ad-f85b-4e69-b5ee-d600417c5096,T cell,CL:0000084,T cell
24088_3_28,f8d73ade-3671-4061-92a0-bd2cedc038ce,T cell,CL:0000084,T cell
24088_3_59,2ce3fdc5-c77a-438a-8bb4-6e2ff3eb8f69,monocyte,CL:0000576,monocyte
24088_6_180,91eca41a-4596-4817-9904-17a53eb42580,plasma cell,CL:0000786,plasma cell
24088_5_111,e071003d-cc51-493d-8d3e-6b0d852752c1,T cell,CL:0000084,T cell
24088_4_167,5df63463-46c8-4b43-9f77-cc28e7e584c4,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_5_306,6afe8944-9bd8-4dd9-babf-c5a9bb4c39a9,T cell,CL:0000084,T cell
24088_6_133,97cbb9c6-17d0-4441-8557-dec54e263284,monocyte,CL:0000576,monocyte
24088_4_42,a0e552f9-ecd3-4693-9ed8-b6381ea8e90c,T cell,CL:0000084,T cell
24088_5_247,f81c1ebc-a791-4e06-996d-34c8c8139ef7,monocyte,CL:0000576,monocyte
24088_3_29,81115046-3e8f-4a33-b1ba-640813b7df9b,T cell,CL:0000084,T cell
24088_3_279,44989307-018e-48fa-b97a-19b654e74151,T cell,CL:0000084,T cell
24088_3_349,75c91021-2e1b-4e62-acc9-e08af5fe025d,T cell,CL:0000084,T cell
24088_6_78,966ee727-2d69-446f-8fc5-d13b51a7398c,T cell,CL:0000084,T cell
24088_4_185,ae3f21d3-f159-430a-9319-a1d0cac46f2b,T cell,CL:0000084,T cell
24088_6_72,63dc433f-5e59-4e3c-a52a-70c001d62c86,monocyte,CL:0000576,monocyte
24088_3_62,abbd019b-4c4e-4a74-829d-9b537c610d5b,monocyte,CL:0000576,monocyte
24088_3_253,87e66cf9-32c6-49c7-951b-698762cb43ef,T cell,CL:0000084,T cell
24088_5_361,f450618f-e8cd-429a-964f-7b1eeb4583c5,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_5_221,293890a0-d1e0-4537-a4e6-e54a702adc71,monocyte,CL:0000576,monocyte
24088_6_214,1904a6e3-d817-49e8-8460-17a88c3e2087,T cell,CL:0000084,T cell
24088_6_288,ec2f4e34-a44e-4ac2-baec-d2e523fe0de9,T cell,CL:0000084,T cell
24088_6_307,9bcc3af1-53f2-49dc-beea-244826f7cca0,monocyte,CL:0000576,monocyte
24088_3_364,85d88d54-7859-45b1-b2c8-88e2f2439c7f,T cell,CL:0000084,T cell
24088_6_89,94fab23b-f9ce-4a3d-909e-830818a5cd35,monocyte,CL:0000576,monocyte
24088_6_43,193bfe4a-1109-40fd-a285-73ed7a415cba,monocyte,CL:0000576,monocyte
24088_3_216,5f1d0ad3-8c2f-4314-8011-76ab833c176f,T cell,CL:0000084,T cell
24088_3_50,2a9595ca-7fcf-4e52-8690-0066baaa7374,T cell,CL:0000084,T cell
24088_3_322,195d9044-7dcb-405b-9b8e-940c4e2d66e4,T cell,CL:0000084,T cell
24088_4_48,35b3ca3b-9fed-456c-9bc2-d5fa074c87a7,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_107,fa208838-f3f6-4834-92d0-6e29010ac449,monocyte,CL:0000576,monocyte
24088_5_365,33f28087-8097-4ae9-9b23-e72f4e9961e1,T cell,CL:0000084,T cell
24088_4_157,49b6417d-23af-4a18-acd8-a9818179836d,T cell,CL:0000084,T cell
24088_5_202,84fd2639-fbb0-43b4-b324-751130474177,T cell,CL:0000084,T cell
24088_6_125,4596861d-7c7f-4287-b38d-e6709b34ddfb,T cell,CL:0000084,T cell
24088_4_74,f9de5c25-781e-452e-8f45-aaca3f7b94c2,monocyte,CL:0000576,monocyte
24088_3_7,0c8d9776-fd7b-4e7d-b8b9-43c05de46c2b,T cell,CL:0000084,T cell
24088_5_42,8ab52c70-20dc-4e8d-acf2-fd9e0f154e5d,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_97,455c6351-384c-4679-959d-a883ab538ddf,T cell,CL:0000084,T cell
24088_6_331,7024d2c6-8a23-4df0-838f-60c452c6a5fc,monocyte,CL:0000576,monocyte
24088_5_76,13c951e8-caa9-47a8-9fb3-15383e748d7f,T cell,CL:0000084,T cell
24088_5_14,c8115b4d-2be8-4034-b2ab-c5d138f0d399,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_131,4dcf58f9-27fe-4ba1-8df1-3657453e6df7,monocyte,CL:0000576,monocyte
24088_5_280,3eba297b-3cef-45da-8cac-c5acc8c8fca3,T cell,CL:0000084,T cell
24088_3_247,f20ad1ba-77f5-4e88-91d5-54bb9e86b5e4,T cell,CL:0000084,T cell
24088_6_244,72e6e896-3e78-4b60-b11b-47377e3b3907,T cell,CL:0000084,T cell
24088_5_33,b0f96f09-1243-48fe-a54b-d7837b27d89b,T cell,CL:0000084,T cell
24088_6_124,9a0b4465-6a70-4858-a4b9-029d0e5ca127,T cell,CL:0000084,T cell
24088_5_60,1be0eb12-8cc9-4892-9eed-dd9d74b9c47c,T cell,CL:0000084,T cell
24088_4_39,a2e4a4f2-50e1-4fe3-b46c-a775c25d4d9b,T cell,CL:0000084,T cell
24088_3_292,40eef395-4568-4dc1-8fde-f00be050d98c,NA,NA,NA
24088_6_172,6be74900-f0c5-457c-a7d8-b0576fba8b55,NA,NA,NA
24088_6_276,ebb00b57-8379-482b-b289-838c00bcd79b,monocyte,CL:0000576,monocyte
24088_3_205,c170832c-017a-46b5-a27e-a58970b1bee1,T cell,CL:0000084,T cell
24088_3_97,1800fcad-e0b0-451e-b3e1-72e2d07c13d4,T cell,CL:0000084,T cell
24088_6_155,0d3099ef-931d-4fc7-8368-2ba17701de96,plasma cell,CL:0000786,plasma cell
24088_4_33,5232f0eb-3a9a-467a-a114-aa5badb5150a,T cell,CL:0000084,T cell
24088_3_127,e96696fc-39c1-4b41-a508-ab167eeccdaf,T cell,CL:0000084,T cell
24088_5_276,eb8ff807-8a82-49a2-a822-88b02e0a763f,T cell,CL:0000084,T cell
24088_4_149,1649e587-d31e-45f0-be68-6ce8ba7c7fbd,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_6_164,fc9e9b9a-ff28-4277-b0cc-36ffbfd4a746,T cell,CL:0000084,T cell
24088_5_213,78509f72-34f8-4c12-a24c-3f48e9ee7fec,monocyte,CL:0000576,monocyte
24088_6_209,3562ac30-5f58-40c2-a770-4be0715034d5,monocyte,CL:0000576,monocyte
24088_6_292,20086d71-5f61-4e7b-a8e0-9606a1c7a100,T cell,CL:0000084,T cell
24088_6_348,a2c0ffdd-106f-4b20-8b6a-82c33b534b15,T cell,CL:0000084,T cell
24088_3_21,06786644-8bed-4376-99c9-1476782e8afc,monocyte,CL:0000576,monocyte
24088_3_310,214f7ef2-a176-4ffa-8019-bbf416691ed9,T cell,CL:0000084,T cell
24088_4_59,85fb023e-4ad4-40c1-a4e8-49eaa532c8c5,T cell,CL:0000084,T cell
24088_5_104,c87de221-2cd4-4611-8beb-5f224b99d319,T cell,CL:0000084,T cell
24088_3_265,5a5485a5-56a9-4458-a54b-86e4d0f9d82f,NA,NA,NA
24088_5_233,b5964da5-9591-4eed-b700-5632dc83f311,T cell,CL:0000084,T cell
24088_5_352,7f75b253-d025-42c8-9a40-ad9eead6a759,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_157,f821c854-de5c-402f-91af-fad5b7df5566,T cell,CL:0000084,T cell
24088_6_199,1a69b428-045b-4404-8038-fc68cc02ac7f,T cell,CL:0000084,T cell
24088_3_168,86fc79ae-cb88-48d2-85be-599055d1d78d,T cell,CL:0000084,T cell
24088_4_170,b262bcdd-9d60-46eb-a089-afa093d06dfb,T cell,CL:0000084,T cell
24088_6_75,eb120ad9-64eb-4b41-aaad-c4b679cf9e4f,monocyte,CL:0000576,monocyte
24088_6_134,f121262c-166b-4db5-beb9-c68dc2d05873,monocyte,CL:0000576,monocyte
24088_5_255,ef46d68f-7ef6-4d40-bfba-2a5a06ba8535,T cell,CL:0000084,T cell
24088_5_192,bfa57647-a96e-402e-9b1c-d5b72b8c589c,monocyte,CL:0000576,monocyte
24088_6_287,423ae2bc-8103-46d0-b51f-e5f317ceceb4,T cell,CL:0000084,T cell
24088_3_181,e34bf619-ae84-4047-8ddd-d734a3fd14e9,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_3_58,182c8540-e91b-4e57-bec8-5d5cdae07196,T cell,CL:0000084,T cell
24088_3_300,38e16800-114f-4b5a-a11e-bca8eefbdc8a,T cell,CL:0000084,T cell
24088_4_4,b1e77555-9f14-4a2c-90ff-df29b6a2fd56,T cell,CL:0000084,T cell
24088_5_285,a6bb5763-b0ad-4166-acd2-06568a0a253e,monocyte,CL:0000576,monocyte
24088_6_150,658c61a2-975f-4ddc-81fc-4b78f9e41a29,T cell,CL:0000084,T cell
24088_6_167,49f26ec3-03f0-480f-94a4-76ed5d503c1e,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_59,ccc3bab8-693e-46a1-a057-4fd8fbd2b0d4,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_327,03ba67f6-42a1-4f5f-8525-a51861f50b45,monocyte,CL:0000576,monocyte
24088_3_13,3a0b317a-7dcd-4cda-8aa6-5de8bc0ec795,monocyte,CL:0000576,monocyte
24088_6_252,f2d2b13a-16fe-4b22-b0ec-53732db350e0,monocyte,CL:0000576,monocyte
24088_6_215,8118998e-169c-40e9-aea1-d92d9acc24ec,T cell,CL:0000084,T cell
24088_4_163,d071fa92-ad07-4e17-ae3b-5cfba5881fdb,T cell,CL:0000084,T cell
24088_5_254,ef7840f4-4c64-4b1b-9e08-4c892a2489a0,T cell,CL:0000084,T cell
24088_6_274,2c87d7cc-c23a-4374-953c-09546bd20323,monocyte,CL:0000576,monocyte
24088_5_79,3600c4c9-6054-41bb-a9c0-8f3b9a71fde8,T cell,CL:0000084,T cell
24088_4_62,b059d60d-08c2-4606-b29c-5811bec63617,T cell,CL:0000084,T cell
24088_4_90,135334c8-35e6-425c-976b-6722979fbe82,T cell,CL:0000084,T cell
24088_6_363,0dae2130-0804-41b0-9875-d4ef89257233,T cell,CL:0000084,T cell
24088_5_268,30bbdc09-8948-4b8b-8d82-05656131eb4d,monocyte,CL:0000576,monocyte
24088_3_110,4450a39f-c3e4-42a6-be9e-903227b20475,monocyte,CL:0000576,monocyte
24088_6_301,8c558850-2899-4db0-8777-3857ce2c8a51,monocyte,CL:0000576,monocyte
24088_4_43,dd0748df-c23b-4bca-8821-4b0d020d82cc,T cell,CL:0000084,T cell
24088_6_73,f7c31e90-ccfa-4a69-8624-fff1faf3a049,NA,NA,NA
24088_3_283,00bf53e2-efac-4c97-b121-abb148c863e3,T cell,CL:0000084,T cell
24088_3_101,feacc5fd-e970-4c1f-ba0a-eab8c42dd504,T cell,CL:0000084,T cell
24088_3_105,76c46851-de8a-4933-b33f-da20458f2c77,T cell,CL:0000084,T cell
24088_3_120,cd9bd473-3ae7-4484-887c-3df768a2cdc2,T cell,CL:0000084,T cell
24088_5_101,78224393-4aae-474c-a645-84391770fbbf,T cell,CL:0000084,T cell
24088_4_153,14588ee9-8809-42e5-9998-1668c5294511,T cell,CL:0000084,T cell
24088_3_123,3c9b5cbd-2a15-483f-931b-077b792b0f1b,T cell,CL:0000084,T cell
24088_3_330,bc463f56-708e-4cdd-abc5-42c972fa33d4,T cell,CL:0000084,T cell
24088_5_331,5acd0cc4-e227-461d-81a2-cd0d2017e882,T cell,CL:0000084,T cell
24088_6_326,bb550490-0d75-4a1c-b012-e52155ca5e04,monocyte,CL:0000576,monocyte
24088_3_203,8ad11eb9-0557-4076-9f67-11dc93b8338b,T cell,CL:0000084,T cell
24088_3_108,40f8e7d9-1f66-415f-a45a-6af0fa287c96,monocyte,CL:0000576,monocyte
24088_5_142,420f0c09-50ac-4010-9401-5a73ce519d7d,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_3_148,b08da3dc-badd-4dad-8116-3a76a4aa62ec,T cell,CL:0000084,T cell
24088_5_337,42a9ef02-4dba-4d5a-8825-5cb7df1d85b2,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_6_226,2e5ad628-e16e-4ce7-ad55-bcff33ac249d,monocyte,CL:0000576,monocyte
24088_4_147,2a66662c-af8e-4aa0-bd5c-5d5adb478312,T cell,CL:0000084,T cell
24088_3_47,09385536-a270-47f9-9691-b7b76832247c,T cell,CL:0000084,T cell
24088_6_256,78b93cc9-739a-4613-9eb1-81507afa5a4e,monocyte,CL:0000576,monocyte
24088_3_239,86177c83-e2e1-402d-8415-3aa02d4b7c56,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_182,6558b2e6-fb11-41db-a1c5-c7307ffe3def,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_5_212,ddbb3c83-ef59-441b-8f3a-0a4f2e4329c2,NA,NA,NA
24088_5_210,7278928e-5ec9-412b-a368-acc4d3f0f719,T cell,CL:0000084,T cell
24088_5_176,2a79b74d-6834-4921-aaa7-fa97eb0ba53f,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_5_379,4943fcb2-0760-4009-852d-59c50232d6d9,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_10,997c362c-af70-4842-b88a-04f6142f04a8,T cell,CL:0000084,T cell
24088_4_78,1f211379-4926-457b-a609-47d146c67f3a,NA,NA,NA
24088_5_180,238b48b1-816f-4271-bcd9-7e6ad17b255a,T cell,CL:0000084,T cell
24088_3_102,000c7508-1f40-494d-bf7a-d95a23e6916d,T cell,CL:0000084,T cell
24088_6_162,7c13b7a5-d3a7-48a4-9621-eb68ed0b560d,T cell,CL:0000084,T cell
24088_6_44,9037c620-fd59-4bab-b058-2bedf3ff4fb3,monocyte,CL:0000576,monocyte
24088_4_14,d7fc352e-dcb1-46a3-b792-628c065d22e2,T cell,CL:0000084,T cell
24088_6_191,c89bfa38-3a3a-49a8-a845-8f4a95de6b36,T cell,CL:0000084,T cell
24088_3_153,512f5193-0a41-43cd-afa6-15d5aba0c01d,T cell,CL:0000084,T cell
24088_6_354,8d6d5531-aafd-43f2-ad1d-caa0b1090161,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_6_163,8d3ccb29-f354-474b-b36f-d7c96ce5b588,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_5_349,b7ccf2ea-d920-4344-85d6-ad7c50adfb40,T cell,CL:0000084,T cell
24088_5_6,f9ff9292-225a-4d02-95fa-63a78c3f8b2f,NA,NA,NA
24088_5_195,b0f53cc3-5ff3-48ec-a4ca-111772e0858a,monocyte,CL:0000576,monocyte
24088_6_93,b9c5895c-cc40-474c-83f0-421af46d0679,monocyte,CL:0000576,monocyte
24088_4_91,42b06efe-5e13-4dc8-ba47-21e02617562a,T cell,CL:0000084,T cell
24088_6_64,898afd50-ec30-427b-9511-f66ecb79846a,monocyte,CL:0000576,monocyte
24088_6_269,df968de4-74d1-4988-8c01-d964faf24970,T cell,CL:0000084,T cell
24088_3_326,a89245a4-dfb1-4b7d-9196-7e45dad7e1ff,T cell,CL:0000084,T cell
24088_3_361,1ea35d77-a450-448a-87ca-323ee17f933f,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_6_169,b65ccce5-6015-4b0f-939c-94f7c49e2c74,T cell,CL:0000084,T cell
24088_3_199,66123fe8-10ec-4bd2-a214-0a6c11861e1d,T cell,CL:0000084,T cell
24088_6_316,3970e4e3-45fe-4969-a200-57cfd5bfa587,T cell,CL:0000084,T cell
24088_3_137,cbc36b0d-9499-4e30-b0cc-d07ff5fad8bf,monocyte,CL:0000576,monocyte
24088_6_352,b100a8fd-ff0b-4a9e-ab5d-f8613e64045b,monocyte,CL:0000576,monocyte
24088_3_20,9b8e39dc-9313-48d3-93c0-5e23611ced89,monocyte,CL:0000576,monocyte
24088_6_204,9da279ad-f27a-48a8-b102-308428b941e2,monocyte,CL:0000576,monocyte
24088_3_351,4424580f-a54c-4621-99a0-f7bc0525edf2,T cell,CL:0000084,T cell
24088_5_274,748bf70a-88f1-42d9-ab0f-a1b743bbdadc,T cell,CL:0000084,T cell
24088_3_222,22a78cf1-784f-4e94-89fa-e2af8dba20c2,T cell,CL:0000084,T cell
24088_6_351,cd016e53-8c16-4b37-9019-ac4e35ccf12f,monocyte,CL:0000576,monocyte
24088_6_146,e76723ae-8540-4b83-989c-adb3b4224008,T cell,CL:0000084,T cell
24088_3_220,488162d8-e7a9-4312-9a76-a21cc68c5c97,T cell,CL:0000084,T cell
24088_6_26,644c4d53-0811-42c6-9d00-ee54b7f80ca6,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_301,594330fe-d3c4-48e4-a6c1-76a9afda4ce4,T cell,CL:0000084,T cell
24088_6_369,0d672768-36ac-4330-bfed-164ab264f184,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_6_104,c0712fa4-c1cf-4b72-87d9-5e82ed8c0d99,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_378,40f7ccc2-7238-4592-af02-c951690d0cd3,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_3_40,b6c14735-3dcc-4df4-8c5c-a3eef88e8a96,monocyte,CL:0000576,monocyte
24088_3_287,ed0ddf0c-da3a-42f4-97cc-4e21eb5ac83a,granulocyte,CL:0000094,granulocyte
24088_4_165,06af754e-bd2a-41dc-a39b-d6e85fbf112b,T cell,CL:0000084,T cell
24088_4_28,31db77bc-c713-448f-94ec-967b2b91f8bf,T cell,CL:0000084,T cell
24088_5_156,943b2d83-4c84-400d-af3d-4e2045aea9a2,T cell,CL:0000084,T cell
24088_3_60,ce049559-48bc-4e0d-9405-e462b477f990,monocyte,CL:0000576,monocyte
