cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id,annotated_cell_identity.text,annotated_cell_identity.ontology,annotated_cell_identity.ontology_label
24088_4_61,e003909d-b19d-480e-85f5-7e71325c6bf0,T cell,CL:0000084,T cell
24088_3_229,b7933fb3-049a-4e81-a893-30153e55b64d,T cell,CL:0000084,T cell
24088_5_225,f5afa630-678e-4d01-af2d-638c9f8863e9,T cell,CL:0000084,T cell
24088_5_10,8f8be5e0-f2b6-421d-b3df-c6dd70f632cb,T cell,CL:0000084,T cell
24088_3_117,25807f61-ff86-4e12-be5b-c5ef929ded42,monocyte,CL:0000576,monocyte
24088_5_226,0f1980a9-8a36-4be0-b96f-0038068fde89,T cell,CL:0000084,T cell
24088_3_150,ed326f00-11ec-4e60-a658-5786fc186601,T cell,CL:0000084,T cell
24088_5_230,00451a81-8031-43db-b60a-89fcf5c4e493,T cell,CL:0000084,T cell
24088_3_233,9f3ee8a2-a0d4-46a6-8f4f-65b6e45671d3,T cell,CL:0000084,T cell
24088_6_40,f9f2dd2a-851a-41bc-9b1b-c09c073d94cd,monocyte,CL:0000576,monocyte
24088_5_16,411a55d1-5a1a-4899-94d4-e28b2ee964f9,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_37,6a78bee4-5502-4239-8ca7-bd27a36fe786,T cell,CL:0000084,T cell
24088_6_285,b3f57964-4d32-4679-9045-e3201b09bb6c,T cell,CL:0000084,T cell
24088_6_240,7cbfb20c-be1f-4e12-8a5f-cc43e5f38911,T cell,CL:0000084,T cell
24088_3_171,1c0823df-1659-49e4-8d65-ec5032d37049,T cell,CL:0000084,T cell
24088_4_152,20fe0cd8-9c2e-4b17-a298-6995e8f355e2,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_380,406b1d55-1c04-4019-b82a-1e4f33539bc2,T cell,CL:0000084,T cell
24088_3_338,312fd5cd-7843-4453-a6ea-1a6ee4232c4e,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_4_79,08a64beb-14e0-4ba3-9fb6-be246fca68e1,granulocyte,CL:0000094,granulocyte
24088_6_135,18a91ec4-0154-48bb-8c30-595ef2b467f5,monocyte,CL:0000576,monocyte
24088_3_189,7ed8fb4c-a4fd-4527-a002-6b1921d92b8b,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_3_14,8266ea04-499b-49b9-b170-2e993a9a5ae1,monocyte,CL:0000576,monocyte
24088_3_227,287febf3-64d3-4121-97e5-3c49cc84a84f,T cell,CL:0000084,T cell
24088_6_47,8aacb6d6-4929-473c-b11d-d6f3a46f3737,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_4_183,65493123-7172-46c0-9287-9fbdcd350b20,T cell,CL:0000084,T cell
24088_4_161,90fcbb74-8279-48a4-9272-7c3f23dd932d,T cell,CL:0000084,T cell
24088_4_130,626aa81c-5b50-4586-9edb-5ab0846d3247,T cell,CL:0000084,T cell
24088_6_16,fd773e21-af4c-462a-9a21-5a2242df2da5,monocyte,CL:0000576,monocyte
24088_4_119,998f678a-6659-40f0-979e-925b39a7471f,T cell,CL:0000084,T cell
24088_6_251,de15d9a7-b8d0-4b87-9331-5d05ab8c8d21,monocyte,CL:0000576,monocyte
24088_3_240,9b078b33-5ffc-4528-9267-a3bf79811f94,T cell,CL:0000084,T cell
24088_6_30,36a896d2-1968-4f4b-aa6a-c0cdd0c54171,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_4_141,0f870ac9-35d0-44a4-9de3-598f8900c996,T cell,CL:0000084,T cell
24088_4_29,66097a61-fe15-4e02-b4b1-36d4c0fc304f,T cell,CL:0000084,T cell
24088_3_195,c3c21682-b1cf-4bdc-87ec-227df3d85c1d,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_4_75,9fb4159e-ba98-4a5c-a0a0-34c02ed06429,NA,NA,NA
24088_5_203,fb2457e2-7639-4a10-b2ee-597e247f9d7c,T cell,CL:0000084,T cell
24088_3_295,1586748f-ed34-4629-836d-5ede517ef3ce,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24088_3_257,fb24f2f0-8c6c-4bf4-8b69-be29ed4e0364,T cell,CL:0000084,T cell
24088_6_273,ab57f523-dd72-4136-99b6-13776d5bbbb0,monocyte,CL:0000576,monocyte
24088_6_223,602c61a9-dff1-4b9c-8c08-d8611e67d819,T cell,CL:0000084,T cell
24088_3_346,d961c752-3ead-47c0-8990-1f26e7ad1c12,T cell,CL:0000084,T cell
24088_5_362,e2e120cd-7030-4c46-ae0d-b5fda1a3d856,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_5_354,d043e6dc-430b-4e7e-9f7c-807cecb2a17f,T cell,CL:0000084,T cell
24088_3_190,59ae354c-ed43-4ba8-b807-ffd2a458e92b,monocyte,CL:0000576,monocyte
24088_3_246,db6d0c18-95c9-48ed-b7ea-6db7c07acf14,T cell,CL:0000084,T cell
24088_3_140,3b0a77e0-4167-47d8-ba3d-efb12eb1c118,monocyte,CL:0000576,monocyte
24088_3_293,a678102b-f851-4114-93c9-054a0211dc6b,granulocyte,CL:0000094,granulocyte
24088_6_300,dde7735e-f9c6-4b5a-af78-d3bb9572c99a,monocyte,CL:0000576,monocyte
24088_5_371,8516c723-68a4-4219-bba0-6d6e2758392d,NA,NA,NA
24088_3_165,7c722848-4e86-4b48-8acb-e3639a1f24cb,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_5_211,2f91f3e4-6de5-446a-aecb-53f762d3e8d0,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_17,cde381de-dc2d-40f7-8d01-9af37dfb3819,monocyte,CL:0000576,monocyte
24088_3_201,b769f7b2-8db0-4672-a531-b910d6752577,T cell,CL:0000084,T cell
24088_3_315,fece0400-7fb4-4e72-9af8-3a49a028db49,T cell,CL:0000084,T cell
24088_3_363,de19f1f5-77db-4aa6-ae6d-7a4b48957e90,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_3_186,30f02eec-7bf0-475e-a16f-4264915f7220,plasma cell,CL:0000786,plasma cell
24088_3_98,41be9c07-7256-4147-b421-0feafa43f2f6,T cell,CL:0000084,T cell
24088_3_121,518abe90-7ecb-4d2f-ba20-53a3b950cbc7,T cell,CL:0000084,T cell
24088_6_61,b266bec8-f747-4559-8913-491b7003c5d6,monocyte,CL:0000576,monocyte
24088_4_182,4818dc88-299a-4034-b1d9-9c7075df7457,T cell,CL:0000084,T cell
24088_4_109,ac71d967-e324-44e5-a8b6-4c210eae7ec2,T cell,CL:0000084,T cell
24088_6_98,d6f6a8fc-2ce0-4661-a506-77606b54b2ec,NA,NA,NA
24088_5_90,568b86bb-7775-4138-998d-344e5be49866,T cell,CL:0000084,T cell
24088_6_266,3e1aa0a1-7952-4aa0-8e50-f431bdd84483,T cell,CL:0000084,T cell
24088_4_5,14bb8776-86cd-40ad-b5f2-77f60c937936,T cell,CL:0000084,T cell
24088_6_183,0cf5a57f-f642-4b1e-8018-a26293934814,NA,NA,NA
24088_5_270,edd48bc0-6a5b-44f9-8ee0-1e0b6784e2aa,monocyte,CL:0000576,monocyte
24088_5_204,0af60bd9-b00d-4092-aa0c-34753c763264,T cell,CL:0000084,T cell
24088_4_82,e3e958af-2a9a-43bf-b242-590bc0d2e7ce,NA,NA,NA
24088_3_99,ad8a4884-32fa-4b3f-b2a3-4d746d9d5a2a,T cell,CL:0000084,T cell
24088_4_11,5d199f00-b1b9-43ab-a06c-e5a2d23c5ac2,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_358,7a4b9e2c-423b-46ba-af88-65ac768bf25e,T cell,CL:0000084,T cell
24088_6_343,5167e400-c7e8-4bbd-896f-b721836e5057,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_265,67b7a2ba-a624-47e7-956c-4edc29c0c239,T cell,CL:0000084,T cell
24088_5_373,2500172f-4155-4c47-b227-508d8578549a,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_4_53,9493fd23-de09-4816-8f18-81729171e739,T cell,CL:0000084,T cell
24088_3_371,03e880a2-5afc-47e0-a209-c1f13343bdf1,T cell,CL:0000084,T cell
24088_5_119,1a42f9d0-0609-46f9-9120-06ff8eb21247,T cell,CL:0000084,T cell
24088_5_1,40bad906-59d0-463d-ba9d-39398bdd5f85,T cell,CL:0000084,T cell
24088_6_247,9a586cb9-eb0b-482b-9a86-630bfa3d45f3,T cell,CL:0000084,T cell
24088_5_257,5fcef608-e944-4c7e-a5ae-129d9e5d8f9c,T cell,CL:0000084,T cell
24088_6_221,e631a3ea-a516-445d-ab90-314611cc593e,T cell,CL:0000084,T cell
24088_4_113,83fb4c1c-7798-422a-a2f4-6085fa552768,T cell,CL:0000084,T cell
24088_4_124,c619d461-0ea5-4ea7-8a56-ad32cc6d2fd1,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_7,dd7a0e7f-fcc2-437f-ab91-5a51382d5cd4,T cell,CL:0000084,T cell
24088_4_160,6590807f-d8f8-4d01-afd0-da0891e832f6,T cell,CL:0000084,T cell
24088_3_64,5620d482-357a-4cb1-a935-da8a7c798b9f,monocyte,CL:0000576,monocyte
24088_5_89,b567ec3e-64e4-463d-b43d-cdab4f218661,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_81,1a375ae8-1c67-4582-8e80-e383eb51ee1f,NA,NA,NA
24088_5_144,e1f80986-9a89-4025-ab3e-7a369e1c5c5a,T cell,CL:0000084,T cell
24088_3_296,b1d86197-59df-475a-b2e9-8e9ca6b04a78,T cell,CL:0000084,T cell
24088_6_192,9e763e37-14b4-454f-9409-ab7935c7e7d7,T cell,CL:0000084,T cell
24088_3_305,26b6c5cf-660d-4ecf-be42-aea1c52e8ade,T cell,CL:0000084,T cell
24088_5_278,6b8a41ae-5cf1-4fa2-90cd-55c7221afbe4,T cell,CL:0000084,T cell
24088_3_23,9e6b54e7-a8bb-457e-9011-3810cdc92967,T cell,CL:0000084,T cell
24088_3_359,3ea8a33a-6781-47b2-b1cb-a9f353754f71,T cell,CL:0000084,T cell
24088_5_91,d5433cc4-8868-40cb-9eea-fe3368c77577,T cell,CL:0000084,T cell
24088_6_268,b2c6fb52-3bb0-4ab3-b09f-b09e828ed7d5,T cell,CL:0000084,T cell
24088_3_348,d775a4f4-1255-42c3-b6ef-3c1954f04c3f,T cell,CL:0000084,T cell
24088_3_177,2ddff42f-030f-43b6-a46b-c8e1c26d73d1,T cell,CL:0000084,T cell
24088_4_129,212bc89e-3351-410e-ace6-c364468361c7,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_5_9,78510734-2c09-4c62-869a-f13b112ccce5,T cell,CL:0000084,T cell
24088_5_367,17b0fcda-54ad-4153-bee6-c9893711b857,monocyte,CL:0000576,monocyte
24088_6_143,07e47890-5480-4b62-b23d-2c3d3057c2de,T cell,CL:0000084,T cell
24088_3_248,ce8228e9-6672-4da2-a277-3e3d9d014be1,T cell,CL:0000084,T cell
24088_3_79,d99beaf6-f82b-4af0-96b9-12011cf3b8e4,T cell,CL:0000084,T cell
24088_6_225,66450924-8232-401b-8c40-e18019793555,monocyte,CL:0000576,monocyte
24088_5_133,6fb4ef09-31b8-4c2c-86cd-be540ab0e885,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_3_356,812a3841-6e2f-4060-a094-780f38a2e3b9,T cell,CL:0000084,T cell
24088_3_378,1e927452-3648-43d8-aa7c-667a82c55d66,T cell,CL:0000084,T cell
24088_5_376,b291af60-da6e-4a6f-9f75-7bb5719eea89,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_312,32884683-e01e-4e07-8407-bc7fa344d899,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_4_84,d018ff3a-e906-4568-8fb1-9da5e4bcc0e9,T cell,CL:0000084,T cell
24088_3_345,e18af759-f75c-40e6-91f6-7acee5310877,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_120,b9264c11-3dbd-40df-a00d-f96679360029,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_24,c9a908d7-807a-4551-ad74-9d26e5ab0d9d,T cell,CL:0000084,T cell
24088_5_57,aff51939-5be7-4632-aa5a-8a44d4cce739,T cell,CL:0000084,T cell
24088_3_78,257cdd0d-4dba-40c5-9386-47ca44262bea,NA,NA,NA
24088_4_137,0de6e5ee-4f9d-432b-a063-3a21e781ca41,T cell,CL:0000084,T cell
24088_6_102,e3d7568e-5ca8-45e8-b739-4115f2a34d1d,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_373,83b4b622-4266-4129-a1ee-5eb5a971c0e3,T cell,CL:0000084,T cell
24088_5_283,0f9381f9-e89a-464d-927b-5e33cc4504a1,T cell,CL:0000084,T cell
24088_5_298,dded9d27-a466-46f5-883b-86194fab743d,T cell,CL:0000084,T cell
24088_6_187,92f053e5-c180-4926-9304-7255148b8f09,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_3_369,571b3c9c-9cbc-4c51-a608-0713929044ac,NA,NA,NA
24088_4_38,e66872c4-da03-4ffd-957e-79f1b76d6598,T cell,CL:0000084,T cell
24088_6_121,d08ca8e9-f43e-4ddd-b5f5-341cde0ebe59,T cell,CL:0000084,T cell
24088_5_252,709d6cbe-ee91-4f7d-9337-f1b33003294b,T cell,CL:0000084,T cell
24088_6_38,11350fa2-c827-47c9-b150-6f438738b843,monocyte,CL:0000576,monocyte
24088_3_230,c33a65ac-391d-4ce7-a3bf-6dab0a784dba,T cell,CL:0000084,T cell
24088_4_189,4a2cdce7-4a65-471e-9439-607d52d280f5,T cell,CL:0000084,T cell
24088_6_282,d8164a0d-07da-43d1-b683-e40b6c50a317,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_4_81,97645359-f95d-4a39-b0a6-e95e205a437c,granulocyte,CL:0000094,granulocyte
24088_5_109,48ba8d65-c4d4-4820-bb53-768805d02dea,NA,NA,NA
24088_4_25,0ced9ef7-2c67-4361-957b-3affe4e299a7,T cell,CL:0000084,T cell
24088_4_105,b798cd2e-afc4-43aa-a706-9b4529b5117e,monocyte,CL:0000576,monocyte
24088_4_50,8241fb00-0980-4f19-8d88-518979785438,T cell,CL:0000084,T cell
24088_5_120,f81f788f-8195-4ab9-8126-824d77f1f135,T cell,CL:0000084,T cell
24088_6_33,54393759-df94-48f9-914f-54b2c0ca1321,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_270,121992dc-a627-47c1-a601-fd8aceef1943,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24088_3_271,40217bd0-a5d2-4d7f-acd4-2194f658d0d0,monocyte,CL:0000576,monocyte
24088_3_202,992d0907-5a56-45f8-9479-bff4574fafb9,T cell,CL:0000084,T cell
24088_5_165,e4cd8a28-46a3-4b2b-86f5-9865b522e34f,T cell,CL:0000084,T cell
24088_3_46,8d07bb63-d2fe-4f88-a0da-12d732276e0a,monocyte,CL:0000576,monocyte
24088_6_15,f5a324ae-025d-495a-9cf1-61b5b3e2499a,monocyte,CL:0000576,monocyte
24088_6_260,b9800614-9ec8-45f3-9999-ae095190bc3f,monocyte,CL:0000576,monocyte
24088_5_54,29ac0339-52f3-457e-a7f9-343904ecaf55,T cell,CL:0000084,T cell
24088_3_237,1e3b6aea-7807-4fd3-87cb-081c1b665dd9,T cell,CL:0000084,T cell
24088_3_5,65859e2c-8217-4041-86da-e110b00296d8,T cell,CL:0000084,T cell
24088_6_305,8298f5ec-a792-471f-8761-8a6fa38d7d0e,monocyte,CL:0000576,monocyte
24088_6_18,2714fb9a-1288-4eea-9cf8-39e2ab15cd5b,monocyte,CL:0000576,monocyte
24088_6_339,fd26e4f4-e47e-4aae-8932-f5ad88f3eeb5,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_12,5e02ed7f-5561-4363-910a-5284dec8d8fc,monocyte,CL:0000576,monocyte
24088_3_255,c2435ddd-9479-432f-82a0-8909a729c1de,T cell,CL:0000084,T cell
24088_6_375,d3a59cb4-e463-4258-bab7-648c1858db0d,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_4_159,8ef245d9-92ba-4f60-9ced-40249efafc9a,T cell,CL:0000084,T cell
24088_3_328,d343442d-c05c-4da5-8150-4b372bca24a2,T cell,CL:0000084,T cell
24088_6_280,49484708-8a32-4fb6-bb3d-81b40832933b,monocyte,CL:0000576,monocyte
24088_3_276,14638b34-44f3-4dff-a3dd-543f3ad1d6b8,T cell,CL:0000084,T cell
24088_3_224,74eac61c-ca6b-4456-a757-88791d258af4,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_234,a2962581-f0a3-4262-9246-c2568a0c1e8d,T cell,CL:0000084,T cell
24088_5_208,00cbfc9d-4b92-47c0-8cdf-4a8979a5675b,T cell,CL:0000084,T cell
24088_3_215,2fa28ac0-0e80-436f-af58-078a9dc6b696,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_157,eb6d157e-1818-46ec-845f-c3a9cf977814,villous cytotrophoblast cell,CL:2000060,placental villous trophoblast
24088_5_244,f25738dd-d17c-4a0b-8f9b-7d94bf815a74,monocyte,CL:0000576,monocyte
24088_5_106,22acfe52-3667-4b2e-b16f-a0d4408440ab,T cell,CL:0000084,T cell
24088_6_342,44d0679b-6a81-40a0-9796-bae5567e9c3c,T cell,CL:0000084,T cell
24088_6_333,642ec322-e186-4a00-a49e-271362c37410,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_81,5f3e297e-91d6-496f-9e3b-9604bd9e3d3f,T cell,CL:0000084,T cell
24088_5_44,e3849c2d-5b87-4b82-bca8-c4049db9d393,T cell,CL:0000084,T cell
24088_6_278,d24828f0-8da3-4005-9d04-491028f9444a,monocyte,CL:0000576,monocyte
24088_5_18,af0be933-513f-46eb-b824-d5f1285fdef1,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_277,cf0a2662-0987-4e9c-a3fb-438c52acbb45,monocyte,CL:0000576,monocyte
24088_3_309,d9368ad9-0dfb-4f82-af42-5b0279a2318e,T cell,CL:0000084,T cell
24088_6_122,b4031dfb-bf34-4b36-90ef-dde7769893d8,T cell,CL:0000084,T cell
24088_6_365,96116516-f039-48e6-962f-dd7991cb9fe8,T cell,CL:0000084,T cell
24088_4_190,f00cd8cd-6c75-4b84-80da-ed9e3806f382,T cell,CL:0000084,T cell
24088_3_318,ff3e42f3-3e74-4d5a-b0aa-8799ae206818,CD16- natural killer cell,CL:0000938,"CD16-negative, CD56-bright natural killer cell"
24088_6_165,4d7e594e-fe0f-4201-948a-0447a65b0015,monocyte,CL:0000576,monocyte
24088_5_30,037e6224-4adb-4a63-85e6-ee66b0a41489,T cell,CL:0000084,T cell
24088_6_374,9e12e758-7934-49f7-ba4c-6d460d159e4d,plasma cell,CL:0000786,plasma cell
24088_6_19,646a41dc-377c-4154-af9b-c682a7c54499,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_3_163,f420fdcb-2daf-444a-85df-9172bd6d0a38,monocyte,CL:0000576,monocyte
24088_5_135,4816bfc3-0106-45fb-9eb7-ec6c3eb640a1,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_205,197b53d0-f5bc-466f-8b6f-3d0ac5b4b85c,T cell,CL:0000084,T cell
24088_4_13,0145bb42-b62a-4613-a538-2e5e298616f9,T cell,CL:0000084,T cell
24088_5_173,999acf95-1fd3-41f8-b7b6-ead43dd0e9c6,plasma cell,CL:0000786,plasma cell
24088_6_239,8aae58f8-f05f-4a65-88bc-b8bbb6e32371,T cell,CL:0000084,T cell
24088_5_149,57ac739b-063f-42c8-9c2a-53c9af99cb96,NA,NA,NA
24088_5_262,8911d571-8a7e-4e68-bd50-42e68f23e9b0,monocyte,CL:0000576,monocyte
24088_6_58,93106a0f-a70a-4d91-8227-92318dbebf44,T cell,CL:0000084,T cell
24088_6_346,ae3c5c92-cfe8-4f1e-bce6-d6cb450e21f0,T cell,CL:0000084,T cell
24088_5_342,495d0292-c7ac-4919-98ad-21ed43f0ec75,monocyte,CL:0000576,monocyte
24088_4_65,a3314d28-7301-46dc-abd8-5ec63b0fa32d,T cell,CL:0000084,T cell
24088_5_177,9910006e-3844-4213-bf0b-f1be266d43a5,T cell,CL:0000084,T cell
24088_6_310,c0a75294-95e8-4e73-8731-7ee93e7189d1,T cell,CL:0000084,T cell
24088_3_167,b3281014-cdb5-484b-84c0-a6b66be42b74,T cell,CL:0000084,T cell
24088_5_85,cfa29c5f-a2ea-4a70-873a-4bbb0f303972,T cell,CL:0000084,T cell
24088_6_149,32648d81-96b1-4446-883b-4da49b24deb2,T cell,CL:0000084,T cell
24088_5_258,89aa557a-46d6-4b43-a594-ca6e4957da0a,T cell,CL:0000084,T cell
24088_5_346,c67fa476-c376-4dc8-8c9f-a11fa8158649,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_288,023be319-dd5e-4252-b29d-416e5ae5e83a,NA,NA,NA
24088_3_169,86ce6875-9165-467c-898a-bff5072a8dee,T cell,CL:0000084,T cell
24088_5_13,566dbf6e-c651-4442-ba1d-fed2500b2be5,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_4_107,21f520be-9764-4617-9b0a-ce991e6a587a,T cell,CL:0000084,T cell
24088_5_75,18f67794-8ab9-4172-8b2c-4f738574ec24,T cell,CL:0000084,T cell
24088_6_284,2b69e22c-4db4-4bf5-b26e-a20c886bca71,monocyte,CL:0000576,monocyte
24088_6_46,2ebb0590-b1d9-434a-88af-f3fc181e210b,monocyte,CL:0000576,monocyte
24088_5_324,e6ae1f90-6c0b-43ad-ab2f-0c6861d2300a,T cell,CL:0000084,T cell
24088_3_67,d76f9fb8-2d6c-4105-a663-d370fdb15286,monocyte,CL:0000576,monocyte
24088_3_69,3ee3fe28-d1f1-4f35-b044-98ea439d1515,monocyte,CL:0000576,monocyte
24088_6_334,c8a126a6-529a-4793-9466-12a0ae8fd18d,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_3_37,692aab65-d25d-460c-9d53-efa67de096a5,monocyte,CL:0000576,monocyte
24088_5_363,ba18d8ba-e24b-4507-954e-3b06bb9be0f0,monocyte,CL:0000576,monocyte
24088_5_240,766718d5-37d7-4601-abd5-5f73422cb606,monocyte,CL:0000576,monocyte
24088_3_157,018460db-cd69-4c1e-a511-0cc9ef3b2265,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_4_93,4e4ca4e3-701f-4a59-aaec-bf8f0156c319,T cell,CL:0000084,T cell
24088_5_65,5422a85e-8d8d-4358-8086-0c8f1c13426d,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_67,c062a6a1-2b9b-4ec9-b22d-6355a23dcc64,monocyte,CL:0000576,monocyte
24088_3_221,efbafab0-ec96-4c4b-9534-ecfbec5ca06e,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_299,812cd56f-1039-41ab-b12e-fc2887aef8dd,monocyte,CL:0000576,monocyte
24088_5_227,5bb0a926-b9b8-4f9a-8ac1-d3aa848ac1ef,T cell,CL:0000084,T cell
24088_5_116,acd37d08-326a-49db-9868-0e30d05f3400,NA,NA,NA
24088_4_18,9231cb37-5362-4144-b806-eddf9519ec73,T cell,CL:0000084,T cell
24088_6_231,606cc5dc-289c-40d8-a5b8-3aff75ae6a6a,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_3_11,d877c5c4-b216-4cd3-98c4-06b680877d78,T cell,CL:0000084,T cell
24088_5_136,963cd896-b637-469f-9c62-0119004a4e94,T cell,CL:0000084,T cell
24088_5_43,28456868-6cc1-43f8-a932-dddfca3da883,T cell,CL:0000084,T cell
24088_6_303,1826462e-0c16-4af1-b216-36b8f0c4b522,monocyte,CL:0000576,monocyte
24088_3_81,c0be26d4-e9c2-4149-952b-f79eb0342564,T cell,CL:0000084,T cell
24088_5_356,09d0f0dd-1403-4cbd-b42e-4aa0b83eacab,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_373,dd2be0a9-a72a-4bab-92e2-14ae280a69d0,monocyte,CL:0000576,monocyte
24088_4_184,e4a71ebe-0ab8-48d9-98ed-c852d2abc371,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_5_196,dbcc8096-85aa-4078-9aee-df1a47fe04f1,NA,NA,NA
24088_3_57,111cdd29-c508-4343-b23b-afd549b272a6,T cell,CL:0000084,T cell
24088_6_48,95b3b878-fbca-45d4-b07a-c0654baed831,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_272,3aa254ef-fc43-48b5-80e4-2842007baa09,T cell,CL:0000084,T cell
24088_4_7,6ba35638-c1d9-4354-982e-6004714b68de,T cell,CL:0000084,T cell
24088_3_124,3fad1540-97fd-493a-bff2-e06a3dd1465a,T cell,CL:0000084,T cell
24088_3_303,7b17b9f2-a7d3-43bd-99b9-52d0dd6704fa,T cell,CL:0000084,T cell
24088_6_238,6261a55c-a3f9-4231-a7c4-633209f36243,T cell,CL:0000084,T cell
24088_3_214,7613073a-8607-4f54-bce0-1e88704fbccd,CD16+ natural killer cell,CL:0000939,"CD16-positive, CD56-dim natural killer cell"
24088_6_22,2f84dba1-1799-4fec-b542-6f8fd0377f0a,NA,NA,NA
24088_3_327,5d2c6824-f1d8-4138-8313-45af7b40f26c,T cell,CL:0000084,T cell
24088_3_184,e4b61478-8985-45e7-8d71-241d19a24b24,plasma cell,CL:0000786,plasma cell
24088_6_101,df553cbf-05ba-49d1-89af-0def6cfd593b,T cell,CL:0000084,T cell
24088_3_87,e6b830c5-4277-494e-91b7-90b2703456a5,monocyte,CL:0000576,monocyte
24088_4_22,da841f8b-72d5-4c68-86c9-ca46f7762bea,T cell,CL:0000084,T cell
24088_5_95,8ccdcde4-9749-4029-aed1-27b9c610c41a,T cell,CL:0000084,T cell
24088_6_376,72e9db98-867b-425e-b32b-a912fc977549,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
24088_6_259,9762c59f-7c48-465a-a37f-e887cdc1299b,monocyte,CL:0000576,monocyte
24088_6_234,e7edc710-d89f-4dcc-8153-b3cf07826982,monocyte,CL:0000576,monocyte
24088_4_35,63281ef1-dc73-4801-b751-35e1b080936a,T cell,CL:0000084,T cell
24088_5_48,5c4a10b5-ef33-4f2f-af58-a277184baaf5,T cell,CL:0000084,T cell
24088_5_107,167607ce-2d1a-4d47-b2a8-b3a9c8293817,T cell,CL:0000084,T cell
24088_3_339,98fbaf87-a4c6-4711-9d4a-ec1f4b712101,T cell,CL:0000084,T cell
24088_3_156,c3f151df-2228-493c-95af-add6ec4380dd,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
