cell_suspension.biomaterial_core.biomaterial_id,inferred_cell_type,organism_part,cell_suspension.provenance.document_id
24088_6_37,monocyte,blood,10856df9-e034-47a4-b0b9-fc1d7b2c2a65
24088_4_117,T cell,blood,3d4b2dee-7c8c-4b6d-af6a-6790bdf9a108
24088_5_292,monocyte,blood,ccb072ee-7077-44c1-8778-d7c1ccbce295
24088_3_161,T cell,blood,5ef8b634-78ef-4af5-b688-570ebceabb83
24088_5_87,T cell,blood,78c03847-a5b3-488c-b00c-4c3d5f758aa6
24088_5_12,T cell,blood,0a9f619a-87c6-4653-94b5-f4a84b71aee5
24088_3_193,T cell,blood,84b271e8-5b74-4844-b8ae-b94a378cccbd
24088_6_86,monocyte,blood,8468f1ff-3c72-4abd-b7b7-740adf79071a
24088_6_200,T cell,blood,1f44c2ab-901a-46ff-be5c-6a1e2dd20af2
24088_3_278,T cell,blood,d5f9b816-259c-461a-8fc7-1a73a6805931
24088_3_251,T cell,blood,300d2661-0f55-4acc-8438-864f624ed1cf
24088_3_372,T cell,blood,164e5a6f-0d5f-4cec-94c4-7265b638688e
24088_3_242,CD16-positive natural killer cell (NK CD16+),blood,a2160bc2-3b66-4eae-a96a-17fc7254a798
24088_6_68,monocyte,blood,22213a4d-9504-498c-9790-03b393322ed9
24088_6_313,T cell,blood,9ebad67d-6b10-420a-acd9-ede339b68996
24088_3_366,CD16-positive natural killer cell (NK CD16+),blood,c82c7557-e486-4cc8-ae90-73c449f11914
24088_5_269,monocyte,blood,14b872d5-23d0-4970-8e06-e14d4f670b04
24088_4_23,T cell,blood,e2ad260c-de02-45f8-9745-0f14cf7599ec
24088_3_138,monocyte,blood,c0d8e354-40e9-4878-b573-23d8287bd694
24088_5_329,T cell,blood,246f5190-e52d-4381-b769-08fc2e725cca
24088_3_329,T cell,blood,9169b8ea-bf7d-490f-857b-45785f338c92
24088_3_258,NA,blood,6353d31e-b243-4c30-ac68-ae697bab488e
24088_6_188,monocyte,blood,7c9739da-8f6a-489d-bfd0-8da5b73bee64
24088_6_80,monocyte,blood,0167e12c-c45d-4f15-b7d7-bad8b77ceb2d
24088_4_138,T cell,blood,625ad1af-7af2-4ad7-82a9-efc2ce2b43a5
24088_6_140,monocyte,blood,d151101f-287c-46c3-aea5-a9deffee491b
24088_6_311,T cell,blood,0da9a6af-6cff-404e-93ed-d3ea50f2682e
24088_5_327,T cell,blood,886ccdce-90f0-44b7-8c37-1ff66376e9cf
24088_3_160,plasma cell,blood,6fd1a7b6-cde0-4f0f-9f4d-912c6961b983
24088_3_183,T cell,blood,41ab6e66-449c-43df-b2d1-ddd7bdbac368
24088_4_177,CD16-negative natural killer cell (NK CD16-),blood,99823020-90b1-4661-b14d-160f5e436e95
24088_6_11,CD16-positive natural killer cell (NK CD16+),blood,1a3e7881-de3d-46f8-8304-0e0ab90591bf
24088_5_284,T cell,blood,7e1a2465-4750-4067-b1d1-0fcd9dda6c34
24088_3_92,monocyte,blood,3ab22266-845d-4c00-ba78-dd0f2a63c5b6
24088_6_1,CD16-positive natural killer cell (NK CD16+),blood,12487a46-8ec7-488e-9eea-14d44a6b0b7d
24088_4_41,T cell,blood,7076314f-3163-4952-8dd1-96641bb5be06
24088_6_76,T cell,blood,3b92a5ff-95f6-4380-b650-d9e277fbea76
24088_6_79,decidual natural killer cell (dNK2),blood,851291cb-fd5a-4f2e-aef4-46be055114de
24088_6_218,T cell,blood,be6507fd-2450-4e8e-841d-3a2866ca8744
24088_3_1,T cell,blood,c63c5292-1623-4743-a71f-34c47b538dce
24088_6_337,T cell,blood,c310497f-9557-40d5-83b8-3e04f501020a
24088_5_222,monocyte,blood,c9696976-d068-49c4-8984-5a64d042f162
24088_6_74,monocyte,blood,0cfaf28f-0ad5-48e1-852a-31e8ff70e526
24088_3_267,monocyte,blood,24b96d52-0b58-4900-8de1-bf7edbdc1cd2
24088_6_171,T cell,blood,95954c40-eb02-40d2-91b8-ae036a972d1c
24088_3_175,T cell,blood,7beb49b0-2291-4be2-ae76-c274a7a7ebd3
24088_6_249,monocyte,blood,f7126367-c9ed-4358-bc85-81f6f703c647
24088_3_200,T cell,blood,389e52f7-653f-4769-9c58-2a15c5182e31
24088_5_350,T cell,blood,62a0b12f-fc0a-46c9-bc94-afd0d6db8a8c
24088_3_76,NA,blood,320b37cb-1340-4647-b612-3dc57ae14b58
24088_3_323,T cell,blood,eedcba1f-1d1e-4041-83bf-80d5560d0df2
24088_6_31,CD16-positive natural killer cell (NK CD16+),blood,5a843eb4-524f-4f8f-b70d-4eb2198a2650
24088_4_69,T cell,blood,3815dc31-9d2a-4d5e-99aa-6399ca66be24
24088_6_210,monocyte,blood,f01b7662-6989-4cb4-868c-d5cf83c2a032
24088_5_110,NA,blood,217c9673-28ef-41c8-8903-b004212c4d40
24088_4_126,T cell,blood,dbc7d8ad-f85b-4e69-b5ee-d600417c5096
24088_3_28,T cell,blood,f8d73ade-3671-4061-92a0-bd2cedc038ce
24088_3_59,monocyte,blood,2ce3fdc5-c77a-438a-8bb4-6e2ff3eb8f69
24088_6_180,plasma cell,blood,91eca41a-4596-4817-9904-17a53eb42580
24088_5_111,T cell,blood,e071003d-cc51-493d-8d3e-6b0d852752c1
24088_4_167,CD16-negative natural killer cell (NK CD16-),blood,5df63463-46c8-4b43-9f77-cc28e7e584c4
24088_5_306,T cell,blood,6afe8944-9bd8-4dd9-babf-c5a9bb4c39a9
24088_6_133,monocyte,blood,97cbb9c6-17d0-4441-8557-dec54e263284
24088_4_42,T cell,blood,a0e552f9-ecd3-4693-9ed8-b6381ea8e90c
24088_5_247,monocyte,blood,f81c1ebc-a791-4e06-996d-34c8c8139ef7
24088_3_29,T cell,blood,81115046-3e8f-4a33-b1ba-640813b7df9b
24088_3_279,T cell,blood,44989307-018e-48fa-b97a-19b654e74151
24088_3_349,T cell,blood,75c91021-2e1b-4e62-acc9-e08af5fe025d
24088_6_78,T cell,blood,966ee727-2d69-446f-8fc5-d13b51a7398c
24088_4_185,T cell,blood,ae3f21d3-f159-430a-9319-a1d0cac46f2b
24088_6_72,monocyte,blood,63dc433f-5e59-4e3c-a52a-70c001d62c86
24088_3_62,monocyte,blood,abbd019b-4c4e-4a74-829d-9b537c610d5b
24088_3_253,T cell,blood,87e66cf9-32c6-49c7-951b-698762cb43ef
24088_5_361,plasmacytoid dendritic cell (DC2),blood,f450618f-e8cd-429a-964f-7b1eeb4583c5
24088_5_221,monocyte,blood,293890a0-d1e0-4537-a4e6-e54a702adc71
24088_6_214,T cell,blood,1904a6e3-d817-49e8-8460-17a88c3e2087
24088_6_288,T cell,blood,ec2f4e34-a44e-4ac2-baec-d2e523fe0de9
24088_6_307,monocyte,blood,9bcc3af1-53f2-49dc-beea-244826f7cca0
24088_3_364,T cell,blood,85d88d54-7859-45b1-b2c8-88e2f2439c7f
24088_6_89,monocyte,blood,94fab23b-f9ce-4a3d-909e-830818a5cd35
24088_6_43,monocyte,blood,193bfe4a-1109-40fd-a285-73ed7a415cba
24088_3_216,T cell,blood,5f1d0ad3-8c2f-4314-8011-76ab833c176f
24088_3_50,T cell,blood,2a9595ca-7fcf-4e52-8690-0066baaa7374
24088_3_322,T cell,blood,195d9044-7dcb-405b-9b8e-940c4e2d66e4
24088_4_48,CD16-positive natural killer cell (NK CD16+),blood,35b3ca3b-9fed-456c-9bc2-d5fa074c87a7
24088_3_107,monocyte,blood,fa208838-f3f6-4834-92d0-6e29010ac449
24088_5_365,T cell,blood,33f28087-8097-4ae9-9b23-e72f4e9961e1
24088_4_157,T cell,blood,49b6417d-23af-4a18-acd8-a9818179836d
24088_5_202,T cell,blood,84fd2639-fbb0-43b4-b324-751130474177
24088_6_125,T cell,blood,4596861d-7c7f-4287-b38d-e6709b34ddfb
24088_4_74,monocyte,blood,f9de5c25-781e-452e-8f45-aaca3f7b94c2
24088_3_7,T cell,blood,0c8d9776-fd7b-4e7d-b8b9-43c05de46c2b
24088_5_42,CD16-positive natural killer cell (NK CD16+),blood,8ab52c70-20dc-4e8d-acf2-fd9e0f154e5d
24088_5_97,T cell,blood,455c6351-384c-4679-959d-a883ab538ddf
24088_6_331,monocyte,blood,7024d2c6-8a23-4df0-838f-60c452c6a5fc
24088_5_76,T cell,blood,13c951e8-caa9-47a8-9fb3-15383e748d7f
24088_5_14,CD16-positive natural killer cell (NK CD16+),blood,c8115b4d-2be8-4034-b2ab-c5d138f0d399
24088_6_131,monocyte,blood,4dcf58f9-27fe-4ba1-8df1-3657453e6df7
24088_5_280,T cell,blood,3eba297b-3cef-45da-8cac-c5acc8c8fca3
24088_3_247,T cell,blood,f20ad1ba-77f5-4e88-91d5-54bb9e86b5e4
24088_6_244,T cell,blood,72e6e896-3e78-4b60-b11b-47377e3b3907
24088_5_33,T cell,blood,b0f96f09-1243-48fe-a54b-d7837b27d89b
24088_6_124,T cell,blood,9a0b4465-6a70-4858-a4b9-029d0e5ca127
24088_5_60,T cell,blood,1be0eb12-8cc9-4892-9eed-dd9d74b9c47c
24088_4_39,T cell,blood,a2e4a4f2-50e1-4fe3-b46c-a775c25d4d9b
24088_3_292,NA,blood,40eef395-4568-4dc1-8fde-f00be050d98c
24088_6_172,NA,blood,6be74900-f0c5-457c-a7d8-b0576fba8b55
24088_6_276,monocyte,blood,ebb00b57-8379-482b-b289-838c00bcd79b
24088_3_205,T cell,blood,c170832c-017a-46b5-a27e-a58970b1bee1
24088_3_97,T cell,blood,1800fcad-e0b0-451e-b3e1-72e2d07c13d4
24088_6_155,plasma cell,blood,0d3099ef-931d-4fc7-8368-2ba17701de96
24088_4_33,T cell,blood,5232f0eb-3a9a-467a-a114-aa5badb5150a
24088_3_127,T cell,blood,e96696fc-39c1-4b41-a508-ab167eeccdaf
24088_5_276,T cell,blood,eb8ff807-8a82-49a2-a822-88b02e0a763f
24088_4_149,CD16-negative natural killer cell (NK CD16-),blood,1649e587-d31e-45f0-be68-6ce8ba7c7fbd
24088_6_164,T cell,blood,fc9e9b9a-ff28-4277-b0cc-36ffbfd4a746
24088_5_213,monocyte,blood,78509f72-34f8-4c12-a24c-3f48e9ee7fec
24088_6_209,monocyte,blood,3562ac30-5f58-40c2-a770-4be0715034d5
24088_6_292,T cell,blood,20086d71-5f61-4e7b-a8e0-9606a1c7a100
24088_6_348,T cell,blood,a2c0ffdd-106f-4b20-8b6a-82c33b534b15
24088_3_21,monocyte,blood,06786644-8bed-4376-99c9-1476782e8afc
24088_3_310,T cell,blood,214f7ef2-a176-4ffa-8019-bbf416691ed9
24088_4_59,T cell,blood,85fb023e-4ad4-40c1-a4e8-49eaa532c8c5
24088_5_104,T cell,blood,c87de221-2cd4-4611-8beb-5f224b99d319
24088_3_265,NA,blood,5a5485a5-56a9-4458-a54b-86e4d0f9d82f
24088_5_233,T cell,blood,b5964da5-9591-4eed-b700-5632dc83f311
24088_5_352,CD16-positive natural killer cell (NK CD16+),blood,7f75b253-d025-42c8-9a40-ad9eead6a759
24088_5_157,T cell,blood,f821c854-de5c-402f-91af-fad5b7df5566
24088_6_199,T cell,blood,1a69b428-045b-4404-8038-fc68cc02ac7f
24088_3_168,T cell,blood,86fc79ae-cb88-48d2-85be-599055d1d78d
24088_4_170,T cell,blood,b262bcdd-9d60-46eb-a089-afa093d06dfb
24088_6_75,monocyte,blood,eb120ad9-64eb-4b41-aaad-c4b679cf9e4f
24088_6_134,monocyte,blood,f121262c-166b-4db5-beb9-c68dc2d05873
24088_5_255,T cell,blood,ef46d68f-7ef6-4d40-bfba-2a5a06ba8535
24088_5_192,monocyte,blood,bfa57647-a96e-402e-9b1c-d5b72b8c589c
24088_6_287,T cell,blood,423ae2bc-8103-46d0-b51f-e5f317ceceb4
24088_3_181,plasmacytoid dendritic cell (DC2),blood,e34bf619-ae84-4047-8ddd-d734a3fd14e9
24088_3_58,T cell,blood,182c8540-e91b-4e57-bec8-5d5cdae07196
24088_3_300,T cell,blood,38e16800-114f-4b5a-a11e-bca8eefbdc8a
24088_4_4,T cell,blood,b1e77555-9f14-4a2c-90ff-df29b6a2fd56
24088_5_285,monocyte,blood,a6bb5763-b0ad-4166-acd2-06568a0a253e
24088_6_150,T cell,blood,658c61a2-975f-4ddc-81fc-4b78f9e41a29
24088_6_167,CD16-positive natural killer cell (NK CD16+),blood,49f26ec3-03f0-480f-94a4-76ed5d503c1e
24088_5_59,CD16-positive natural killer cell (NK CD16+),blood,ccc3bab8-693e-46a1-a057-4fd8fbd2b0d4
24088_6_327,monocyte,blood,03ba67f6-42a1-4f5f-8525-a51861f50b45
24088_3_13,monocyte,blood,3a0b317a-7dcd-4cda-8aa6-5de8bc0ec795
24088_6_252,monocyte,blood,f2d2b13a-16fe-4b22-b0ec-53732db350e0
24088_6_215,T cell,blood,8118998e-169c-40e9-aea1-d92d9acc24ec
24088_4_163,T cell,blood,d071fa92-ad07-4e17-ae3b-5cfba5881fdb
24088_5_254,T cell,blood,ef7840f4-4c64-4b1b-9e08-4c892a2489a0
24088_6_274,monocyte,blood,2c87d7cc-c23a-4374-953c-09546bd20323
24088_5_79,T cell,blood,3600c4c9-6054-41bb-a9c0-8f3b9a71fde8
24088_4_62,T cell,blood,b059d60d-08c2-4606-b29c-5811bec63617
24088_4_90,T cell,blood,135334c8-35e6-425c-976b-6722979fbe82
24088_6_363,T cell,blood,0dae2130-0804-41b0-9875-d4ef89257233
24088_5_268,monocyte,blood,30bbdc09-8948-4b8b-8d82-05656131eb4d
24088_3_110,monocyte,blood,4450a39f-c3e4-42a6-be9e-903227b20475
24088_6_301,monocyte,blood,8c558850-2899-4db0-8777-3857ce2c8a51
24088_4_43,T cell,blood,dd0748df-c23b-4bca-8821-4b0d020d82cc
24088_6_73,NA,blood,f7c31e90-ccfa-4a69-8624-fff1faf3a049
24088_3_283,T cell,blood,00bf53e2-efac-4c97-b121-abb148c863e3
24088_3_101,T cell,blood,feacc5fd-e970-4c1f-ba0a-eab8c42dd504
24088_3_105,T cell,blood,76c46851-de8a-4933-b33f-da20458f2c77
24088_3_120,T cell,blood,cd9bd473-3ae7-4484-887c-3df768a2cdc2
24088_5_101,T cell,blood,78224393-4aae-474c-a645-84391770fbbf
24088_4_153,T cell,blood,14588ee9-8809-42e5-9998-1668c5294511
24088_3_123,T cell,blood,3c9b5cbd-2a15-483f-931b-077b792b0f1b
24088_3_330,T cell,blood,bc463f56-708e-4cdd-abc5-42c972fa33d4
24088_5_331,T cell,blood,5acd0cc4-e227-461d-81a2-cd0d2017e882
24088_6_326,monocyte,blood,bb550490-0d75-4a1c-b012-e52155ca5e04
24088_3_203,T cell,blood,8ad11eb9-0557-4076-9f67-11dc93b8338b
24088_3_108,monocyte,blood,40f8e7d9-1f66-415f-a45a-6af0fa287c96
24088_5_142,CD16-negative natural killer cell (NK CD16-),blood,420f0c09-50ac-4010-9401-5a73ce519d7d
24088_3_148,T cell,blood,b08da3dc-badd-4dad-8116-3a76a4aa62ec
24088_5_337,plasmacytoid dendritic cell (DC2),blood,42a9ef02-4dba-4d5a-8825-5cb7df1d85b2
24088_6_226,monocyte,blood,2e5ad628-e16e-4ce7-ad55-bcff33ac249d
24088_4_147,T cell,blood,2a66662c-af8e-4aa0-bd5c-5d5adb478312
24088_3_47,T cell,blood,09385536-a270-47f9-9691-b7b76832247c
24088_6_256,monocyte,blood,78b93cc9-739a-4613-9eb1-81507afa5a4e
24088_3_239,CD16-positive natural killer cell (NK CD16+),blood,86177c83-e2e1-402d-8415-3aa02d4b7c56
24088_6_182,plasmacytoid dendritic cell (DC2),blood,6558b2e6-fb11-41db-a1c5-c7307ffe3def
24088_5_212,NA,blood,ddbb3c83-ef59-441b-8f3a-0a4f2e4329c2
24088_5_210,T cell,blood,7278928e-5ec9-412b-a368-acc4d3f0f719
24088_5_176,CD16-negative natural killer cell (NK CD16-),blood,2a79b74d-6834-4921-aaa7-fa97eb0ba53f
24088_5_379,CD16-positive natural killer cell (NK CD16+),blood,4943fcb2-0760-4009-852d-59c50232d6d9
24088_6_10,T cell,blood,997c362c-af70-4842-b88a-04f6142f04a8
24088_4_78,NA,blood,1f211379-4926-457b-a609-47d146c67f3a
24088_5_180,T cell,blood,238b48b1-816f-4271-bcd9-7e6ad17b255a
24088_3_102,T cell,blood,000c7508-1f40-494d-bf7a-d95a23e6916d
24088_6_162,T cell,blood,7c13b7a5-d3a7-48a4-9621-eb68ed0b560d
24088_6_44,monocyte,blood,9037c620-fd59-4bab-b058-2bedf3ff4fb3
24088_4_14,T cell,blood,d7fc352e-dcb1-46a3-b792-628c065d22e2
24088_6_191,T cell,blood,c89bfa38-3a3a-49a8-a845-8f4a95de6b36
24088_3_153,T cell,blood,512f5193-0a41-43cd-afa6-15d5aba0c01d
24088_6_354,plasmacytoid dendritic cell (DC2),blood,8d6d5531-aafd-43f2-ad1d-caa0b1090161
24088_6_163,plasmacytoid dendritic cell (DC2),blood,8d3ccb29-f354-474b-b36f-d7c96ce5b588
24088_5_349,T cell,blood,b7ccf2ea-d920-4344-85d6-ad7c50adfb40
24088_5_6,NA,blood,f9ff9292-225a-4d02-95fa-63a78c3f8b2f
24088_5_195,monocyte,blood,b0f53cc3-5ff3-48ec-a4ca-111772e0858a
24088_6_93,monocyte,blood,b9c5895c-cc40-474c-83f0-421af46d0679
24088_4_91,T cell,blood,42b06efe-5e13-4dc8-ba47-21e02617562a
24088_6_64,monocyte,blood,898afd50-ec30-427b-9511-f66ecb79846a
24088_6_269,T cell,blood,df968de4-74d1-4988-8c01-d964faf24970
24088_3_326,T cell,blood,a89245a4-dfb1-4b7d-9196-7e45dad7e1ff
24088_3_361,CD16-negative natural killer cell (NK CD16-),blood,1ea35d77-a450-448a-87ca-323ee17f933f
24088_6_169,T cell,blood,b65ccce5-6015-4b0f-939c-94f7c49e2c74
24088_3_199,T cell,blood,66123fe8-10ec-4bd2-a214-0a6c11861e1d
24088_6_316,T cell,blood,3970e4e3-45fe-4969-a200-57cfd5bfa587
24088_3_137,monocyte,blood,cbc36b0d-9499-4e30-b0cc-d07ff5fad8bf
24088_6_352,monocyte,blood,b100a8fd-ff0b-4a9e-ab5d-f8613e64045b
24088_3_20,monocyte,blood,9b8e39dc-9313-48d3-93c0-5e23611ced89
24088_6_204,monocyte,blood,9da279ad-f27a-48a8-b102-308428b941e2
24088_3_351,T cell,blood,4424580f-a54c-4621-99a0-f7bc0525edf2
24088_5_274,T cell,blood,748bf70a-88f1-42d9-ab0f-a1b743bbdadc
24088_3_222,T cell,blood,22a78cf1-784f-4e94-89fa-e2af8dba20c2
24088_6_351,monocyte,blood,cd016e53-8c16-4b37-9019-ac4e35ccf12f
24088_6_146,T cell,blood,e76723ae-8540-4b83-989c-adb3b4224008
24088_3_220,T cell,blood,488162d8-e7a9-4312-9a76-a21cc68c5c97
24088_6_26,CD16-positive natural killer cell (NK CD16+),blood,644c4d53-0811-42c6-9d00-ee54b7f80ca6
24088_5_301,T cell,blood,594330fe-d3c4-48e4-a6c1-76a9afda4ce4
24088_6_369,plasmacytoid dendritic cell (DC2),blood,0d672768-36ac-4330-bfed-164ab264f184
24088_6_104,CD16-positive natural killer cell (NK CD16+),blood,c0712fa4-c1cf-4b72-87d9-5e82ed8c0d99
24088_6_378,plasmacytoid dendritic cell (DC2),blood,40f7ccc2-7238-4592-af02-c951690d0cd3
24088_3_40,monocyte,blood,b6c14735-3dcc-4df4-8c5c-a3eef88e8a96
24088_3_287,granulocyte,blood,ed0ddf0c-da3a-42f4-97cc-4e21eb5ac83a
24088_4_165,T cell,blood,06af754e-bd2a-41dc-a39b-d6e85fbf112b
24088_4_28,T cell,blood,31db77bc-c713-448f-94ec-967b2b91f8bf
24088_5_156,T cell,blood,943b2d83-4c84-400d-af3d-4e2045aea9a2
24088_3_60,monocyte,blood,ce049559-48bc-4e0d-9405-e462b477f990
24088_5_31,T cell,blood,c9e6215f-7a76-462d-9cf7-42b77a48a7bd
24088_6_129,T cell,blood,6b82d553-dc23-4127-a0c7-779d6781ccbc
24088_5_312,monocyte,blood,02539900-87bb-4f17-808c-9e3ac70fc2eb
24088_3_261,granulocyte,blood,9486d8df-378d-4915-bb6b-1c9735a0ba1d
24088_5_134,T cell,blood,7ab449b6-25ce-4204-b1a8-fe922f116e4b
24088_3_314,decidual natural killer cell (dNK3),blood,93c0335c-6604-46fe-80a1-592646212201
24088_5_228,T cell,blood,94cc86ed-fce2-4e57-8ae8-350f713fafb0
24088_5_179,T cell,blood,41230816-dea2-4a5b-b7ca-02d774deccd5
24088_4_45,T cell,blood,04010437-efb7-499e-ae45-10ab1e45d087
24088_5_105,CD16-positive natural killer cell (NK CD16+),blood,0ab1202f-a49e-499d-932c-c11d3a2a01df
24088_6_3,CD16-positive natural killer cell (NK CD16+),blood,2b8b8bb4-62f1-49a1-9292-3ee4c0992c84
24088_3_158,plasma cell,blood,8f32babd-6e50-4190-9174-3977f91ecaa4
24088_6_123,T cell,blood,914341d5-6bd6-4899-bcb7-7e58f1448229
24088_5_261,monocyte,blood,0ec3f623-c2b4-4aa1-8fb7-f32ef096822e
24088_3_367,CD16-negative natural killer cell (NK CD16-),blood,934c649c-ea39-4b7a-a0e1-c7cb592e299b
24088_4_37,T cell,blood,62427e27-a7ff-48ef-8fcd-d442c345f29c
24088_3_304,T cell,blood,f427858f-2a4b-4c5e-b56c-8970dfbdb4ef
24088_3_272,NA,blood,ad2ed2e7-8436-4bf0-99f3-a2bfdb53e8ce
24088_3_225,T cell,blood,ab274309-8b56-4bcd-8f89-bcda85dd7ea5
24088_4_178,CD16-negative natural killer cell (NK CD16-),blood,b301178e-7a52-4565-b640-080d38f57c51
24088_5_214,monocyte,blood,8c623c45-6eb0-4e78-a39d-cf2e8310c884
24088_6_340,T cell,blood,f8ccdc8b-78ff-4e2d-82b8-8b5463e3969e
24088_6_153,T cell,blood,78fd22a1-8613-49f5-8c96-38bfe743c1a4
24088_3_82,T cell,blood,bea713e2-4f92-494d-a0ef-0376a16b06bd
24088_5_229,T cell,blood,1ac105b6-2e48-4519-ac7f-27335a9e19b4
24088_4_32,CD16-positive natural killer cell (NK CD16+),blood,644dafd8-62c8-43d3-a1ff-4402baef8b33
24088_6_161,villous cytotrophoblast (VCT),blood,9312f7b8-9dc7-4e25-a1c2-6c284261e44c
24088_6_283,monocyte,blood,4312b16a-c259-44e2-8431-33ac879bceea
24088_5_300,T cell,blood,d4a28c64-4bf3-4b4e-aca8-ee3510b1d4bd
24088_5_154,NA,blood,93d36638-eba8-418d-9348-a12c1823006d
24088_6_8,CD16-positive natural killer cell (NK CD16+),blood,8e0c82fb-f5cd-446c-8762-b50f72e20324
24088_5_22,NA,blood,3a7a1bde-0ae5-4cc3-89c4-cfce57818baa
24088_6_320,T cell,blood,8ae35e3c-7d76-4c76-b898-79da05b31631
24088_5_139,T cell,blood,c2392b3a-6a41-4470-8ded-77207a7180db
24088_3_352,T cell,blood,397d891b-e0c3-4757-9943-ebb290b270cc
24088_3_84,monocyte,blood,e99710b9-749f-4eda-b7bb-0feb84102472
24088_4_77,NA,blood,1237374b-2b4a-407d-af92-9ba9c74a6d92
24088_6_148,T cell,blood,31001177-647a-4691-9305-3a35b4db1535
24088_5_161,T cell,blood,4beccb92-d12c-4225-9379-628e034f04aa
24088_5_21,T cell,blood,5e181efb-0122-48c8-a971-8cbfd23f4f77
24088_5_122,T cell,blood,f1e2389b-507e-48a5-9f6b-228c8a34a62e
24088_6_2,T cell,blood,7d3f1f30-e0f2-49d3-85ec-cc9aac7c7a52
24088_3_332,T cell,blood,5d44dd80-b6e6-449d-b2a5-50bf0ce9d0be
24088_5_171,NA,blood,2323f5da-256f-40d7-b846-305aebf83700
24088_3_125,T cell,blood,d1e13474-49ef-4ccd-987c-e8ee61bb82ef
24088_5_73,T cell,blood,ece8c3d0-bf21-4573-91fb-83dc86109e33
24088_6_328,monocyte,blood,fbeca213-3773-430d-8c52-4fb86bbe8925
24088_5_333,T cell,blood,e7c26625-254d-4439-b7d2-5a47efc3eac5
24088_6_242,T cell,blood,23f80f6e-c1fb-43b8-8a52-fb1701b97668
24088_6_113,monocyte,blood,964728e0-282a-4ebd-a374-c15cdd8f8256
24088_5_293,monocyte,blood,3f53fcc0-c4d9-4c46-ae14-11e423cd6200
24088_6_23,CD16-positive natural killer cell (NK CD16+),blood,e1925f00-eba8-4834-acb4-1aac909a597d
24088_6_359,T cell,blood,aa37781f-b411-4d23-834f-26c084ada5ca
24088_5_47,T cell,blood,4401ca63-ee0d-4e85-9de4-3515684c65da
24088_5_127,T cell,blood,0d34a248-8d97-4594-bebb-e069ce75d7cf
24088_5_28,T cell,blood,b9bf62e2-a54c-4e3f-b167-87473ba88ff8
24088_5_375,T cell,blood,40f1eed0-8a65-461d-b0a7-56959646a7e4
24088_5_279,T cell,blood,483fa285-ca6e-4abc-b4c6-7550169a1972
24088_6_370,plasmacytoid dendritic cell (DC2),blood,47249594-3e49-40aa-a84f-d7fe7e6a910b
24088_4_36,T cell,blood,30cec8c8-2db9-4314-a6f1-9de55f7f3e49
24088_6_41,monocyte,blood,560bbb95-ae92-4b18-b178-277ef6cf5208
24088_3_111,monocyte,blood,a86f6fa7-b712-4fb2-81ae-39d31f7ed6a2
24088_6_145,T cell,blood,ea1c8f24-2ba0-4212-8c0c-05156e95d5a6
24088_3_289,NA,blood,414424f9-dc64-4ef6-bb8d-3a7f6f3af771
24088_3_362,T cell,blood,5a1c7da1-a10a-46dc-954f-81aa356f89a8
24088_5_191,monocyte,blood,c3c64b69-13eb-4693-97f9-d78095ea3b96
24088_3_25,T cell,blood,7e7261c5-97bf-47c7-aba9-0f5d26098210
24088_5_194,monocyte,blood,1ec18160-de7d-4785-b913-375017c8ef46
24088_5_40,T cell,blood,28762d05-1c96-437a-8253-2c91979b924a
24088_5_336,T cell,blood,c34c0663-273e-4dee-86e2-85c05bf3c1c7
24088_6_229,monocyte,blood,d73d7183-4ae8-446e-8894-4071bbb682d6
24088_4_173,CD16-negative natural killer cell (NK CD16-),blood,aa4ce7c7-38e9-4d6e-80de-b5a402cf22ff
24088_4_27,T cell,blood,60efb3b5-f760-484e-8e64-2918dc2b9d22
24088_5_155,T cell,blood,60ca8151-24a6-4301-99ca-c89390273579
24088_3_61,monocyte,blood,823eaa7d-2103-4487-be90-97901f931048
24088_5_223,monocyte,blood,7fc29c5b-6d95-4f8e-ad5b-2a647253ac66
24088_5_162,T cell,blood,f413a5dc-4afa-46b3-b243-1ef1194948ff
24088_5_259,T cell,blood,a1807b55-75ae-4051-8008-5cfe2ad550de
24088_5_357,monocyte,blood,b9b670b7-039b-4deb-907a-41333a3572b1
24088_5_151,T cell,blood,22f4a23a-c24f-4943-847c-c4d990cf7637
24088_6_367,T cell,blood,526e70c7-7054-4294-a82b-d166264156b4
24088_4_8,T cell,blood,9221808f-d8eb-4bf9-9258-b821909f6e63
24088_4_2,T cell,blood,10b2cce2-328f-4858-9b32-1b88eb42e460
24088_6_185,monocyte,blood,7694c590-6ea4-4315-949b-d1cd06fccb57
24088_3_340,T cell,blood,4e9df427-241c-47cb-ad83-4b2f9d25cecd
24088_3_299,T cell,blood,9185dbb5-50d4-4a04-ad3b-1809e5517536
24088_3_188,plasmacytoid dendritic cell (DC2),blood,5b984b8a-14eb-4633-878f-297b1d389c10
24088_4_150,CD16-negative natural killer cell (NK CD16-),blood,434bb6c2-e3d9-4b9a-bfed-d0f7b23b0c28
24088_5_206,T cell,blood,1608b61e-08fc-4a58-b795-e1abd2b7631d
24088_5_316,monocyte,blood,7e97a624-dcfa-4852-94d8-bb15f584a13a
24088_4_114,T cell,blood,7229e64b-82ab-400d-9703-eaa1423bcc8f
24088_6_57,CD16-positive natural killer cell (NK CD16+),blood,3046027d-cfd6-4975-8b2a-25547e419e85
